,year,region,location,adm,total_1,total_2,total_3,total_4
571,2018,Distrito Federal,Total,Total,11.7,57.2,29.0,2.1
572,2018,Distrito Federal,Urbana,Total,10.7,56.5,30.6,2.2
573,2018,Distrito Federal,Rural,Total,24.7,65.4,9.9,0.0
574,2018,Distrito Federal,Total,Federal,0.0,37.5,62.5,0.0
575,2018,Distrito Federal,Urbana,Federal,0.0,42.9,57.1,0.0
576,2018,Distrito Federal,Rural,Federal,0.0,0.0,100.0,0.0
577,2018,Distrito Federal,Total,Estadual,14.9,70.1,15.0,0.0
578,2018,Distrito Federal,Urbana,Estadual,13.4,70.5,16.1,0.0
579,2018,Distrito Federal,Rural,Estadual,25.6,66.7,7.7,0.0
580,2018,Distrito Federal,Total,Privada,7.1,37.6,50.0,5.3
581,2018,Distrito Federal,Urbana,Privada,7.1,37.5,50.0,5.4
582,2018,Distrito Federal,Rural,Privada,0.0,50.0,50.0,0.0
583,2018,Distrito Federal,Total,Pública,14.7,69.7,15.6,0.0
584,2018,Distrito Federal,Urbana,Pública,13.2,70.2,16.6,0.0
585,2018,Distrito Federal,Rural,Pública,25.3,65.8,8.9,0.0
0,2019,Brasil,Total,Total,11.1,36.2,42.6,10.1
1,2019,Brasil,Urbana,Total,7.5,36.4,47.4,8.7
2,2019,Brasil,Rural,Total,18.8,35.7,32.5,13.0
3,2019,Brasil,Total,Federal,1.8,26.6,66.7,4.9
4,2019,Brasil,Urbana,Federal,1.9,25.6,67.8,4.7
5,2019,Brasil,Rural,Federal,1.2,32.9,59.8,6.1
6,2019,Brasil,Total,Estadual,6.8,45.0,43.2,5.0
7,2019,Brasil,Urbana,Estadual,5.4,45.7,44.7,4.2
8,2019,Brasil,Rural,Estadual,13.6,41.9,36.1,8.4
9,2019,Brasil,Total,Municipal,13.4,36.5,40.4,9.7
10,2019,Brasil,Urbana,Municipal,8.3,37.7,47.6,6.4
11,2019,Brasil,Rural,Municipal,19.5,35.1,31.9,13.5
12,2019,Brasil,Total,Privada,7.9,27.3,48.8,16.0
13,2019,Brasil,Urbana,Privada,7.8,27.3,48.8,16.1
14,2019,Brasil,Rural,Privada,8.5,27.6,49.0,14.9
15,2019,Brasil,Total,Pública,11.9,38.4,41.1,8.6
16,2019,Brasil,Urbana,Pública,7.4,40.1,46.8,5.7
17,2019,Brasil,Rural,Pública,18.9,35.7,32.4,13.0
18,2019,Norte,Total,Total,19.5,34.9,35.5,10.1
19,2019,Norte,Urbana,Total,7.2,36.2,49.9,6.7
20,2019,Norte,Rural,Total,26.9,34.1,26.8,12.2
21,2019,Norte,Total,Federal,0.0,32.9,64.4,2.7
22,2019,Norte,Urbana,Federal,0.0,32.3,64.6,3.1
23,2019,Norte,Rural,Federal,0.0,37.5,62.5,0.0
24,2019,Norte,Total,Estadual,11.9,37.0,44.7,6.4
25,2019,Norte,Urbana,Estadual,5.7,35.5,54.5,4.3
26,2019,Norte,Rural,Estadual,22.1,39.4,28.8,9.7
27,2019,Norte,Total,Municipal,22.2,35.0,32.1,10.7
28,2019,Norte,Urbana,Municipal,6.8,39.1,48.2,5.9
29,2019,Norte,Rural,Municipal,27.6,33.5,26.4,12.5
30,2019,Norte,Total,Privada,11.5,28.2,46.5,13.8
31,2019,Norte,Urbana,Privada,11.3,28.4,46.3,14.0
32,2019,Norte,Rural,Privada,15.8,21.1,55.3,7.8
33,2019,Norte,Total,Pública,20.1,35.4,34.7,9.8
34,2019,Norte,Urbana,Pública,6.4,37.8,50.6,5.2
35,2019,Norte,Rural,Pública,27.0,34.1,26.7,12.2
36,2019,Nordeste,Total,Total,10.3,32.4,43.7,13.6
37,2019,Nordeste,Urbana,Total,5.4,30.4,52.0,12.2
38,2019,Nordeste,Rural,Total,15.4,34.6,34.9,15.1
39,2019,Nordeste,Total,Federal,2.2,25.5,66.8,5.5
40,2019,Nordeste,Urbana,Federal,2.6,25.6,66.7,5.1
41,2019,Nordeste,Rural,Federal,0.0,25.0,67.9,7.1
42,2019,Nordeste,Total,Estadual,3.2,30.2,58.8,7.8
43,2019,Nordeste,Urbana,Estadual,1.7,28.6,62.4,7.3
44,2019,Nordeste,Rural,Estadual,9.1,36.9,43.4,10.6
45,2019,Nordeste,Total,Municipal,12.4,34.8,39.9,12.9
46,2019,Nordeste,Urbana,Municipal,7.0,35.1,49.0,8.9
47,2019,Nordeste,Rural,Municipal,15.8,34.6,34.4,15.2
48,2019,Nordeste,Total,Privada,4.7,22.3,50.9,22.1
49,2019,Nordeste,Urbana,Privada,4.6,22.1,51.1,22.2
50,2019,Nordeste,Rural,Privada,6.5,28.3,46.0,19.2
51,2019,Nordeste,Total,Pública,11.2,34.2,42.4,12.2
52,2019,Nordeste,Urbana,Pública,5.7,33.5,52.3,8.5
53,2019,Nordeste,Rural,Pública,15.5,34.6,34.8,15.1
54,2019,Sudeste,Total,Total,9.1,38.4,44.0,8.5
55,2019,Sudeste,Urbana,Total,7.3,38.0,46.1,8.6
56,2019,Sudeste,Rural,Total,22.3,41.0,28.5,8.2
57,2019,Sudeste,Total,Federal,3.4,24.7,63.8,8.1
58,2019,Sudeste,Urbana,Federal,3.3,22.4,66.4,7.9
59,2019,Sudeste,Rural,Federal,4.5,40.9,45.5,9.1
60,2019,Sudeste,Total,Estadual,5.4,55.7,36.0,2.9
61,2019,Sudeste,Urbana,Estadual,4.8,56.0,36.4,2.8
62,2019,Sudeste,Rural,Estadual,12.5,51.3,31.5,4.7
63,2019,Sudeste,Total,Municipal,11.8,38.4,43.5,6.3
64,2019,Sudeste,Urbana,Municipal,8.7,38.0,47.6,5.7
65,2019,Sudeste,Rural,Municipal,24.3,39.8,27.3,8.6
66,2019,Sudeste,Total,Privada,7.1,26.9,49.8,16.2
67,2019,Sudeste,Urbana,Privada,7.1,26.9,49.8,16.2
68,2019,Sudeste,Rural,Privada,8.5,27.7,51.8,12.0
69,2019,Sudeste,Total,Pública,9.9,43.2,41.5,5.4
70,2019,Sudeste,Urbana,Pública,7.4,43.6,44.2,4.8
71,2019,Sudeste,Rural,Pública,22.7,41.3,27.9,8.1
72,2019,Sul,Total,Total,11.4,39.2,42.8,6.6
73,2019,Sul,Urbana,Total,10.7,39.4,44.2,5.7
74,2019,Sul,Rural,Total,14.7,38.5,36.5,10.3
75,2019,Sul,Total,Federal,0.0,20.0,78.2,1.8
76,2019,Sul,Urbana,Federal,0.0,20.2,77.8,2.0
77,2019,Sul,Rural,Federal,0.0,18.2,81.8,0.0
78,2019,Sul,Total,Estadual,9.5,43.8,40.1,6.6
79,2019,Sul,Urbana,Estadual,9.1,43.8,41.3,5.8
80,2019,Sul,Rural,Estadual,11.2,43.8,35.6,9.4
81,2019,Sul,Total,Municipal,11.2,38.8,43.9,6.1
82,2019,Sul,Urbana,Municipal,9.8,39.5,46.1,4.6
83,2019,Sul,Rural,Municipal,16.1,36.6,36.5,10.8
84,2019,Sul,Total,Privada,14.1,35.4,42.3,8.2
85,2019,Sul,Urbana,Privada,14.1,35.4,42.3,8.2
86,2019,Sul,Rural,Privada,15.6,31.3,50.0,3.1
87,2019,Sul,Total,Pública,10.6,40.2,43.0,6.2
88,2019,Sul,Urbana,Pública,9.5,40.7,44.8,5.0
89,2019,Sul,Rural,Pública,14.7,38.6,36.4,10.3
90,2019,Centro-Oeste,Total,Total,9.2,41.4,43.8,5.6
91,2019,Centro-Oeste,Urbana,Total,9.0,42.1,44.1,4.8
92,2019,Centro-Oeste,Rural,Total,10.1,37.9,42.2,9.8
93,2019,Centro-Oeste,Total,Federal,1.7,40.0,56.7,1.6
94,2019,Centro-Oeste,Urbana,Federal,2.1,38.3,59.6,0.0
95,2019,Centro-Oeste,Rural,Federal,0.0,46.2,46.2,7.6
96,2019,Centro-Oeste,Total,Estadual,8.6,50.2,39.8,1.4
97,2019,Centro-Oeste,Urbana,Estadual,8.9,52.0,38.0,1.1
98,2019,Centro-Oeste,Rural,Estadual,7.3,39.8,49.8,3.1
99,2019,Centro-Oeste,Total,Municipal,9.7,40.8,43.3,6.2
100,2019,Centro-Oeste,Urbana,Municipal,9.2,41.8,44.6,4.4
101,2019,Centro-Oeste,Rural,Municipal,11.2,37.4,39.0,12.4
102,2019,Centro-Oeste,Total,Privada,9.1,31.2,49.9,9.8
103,2019,Centro-Oeste,Urbana,Privada,9.1,31.2,49.8,9.9
104,2019,Centro-Oeste,Rural,Privada,11.8,23.5,58.8,5.9
105,2019,Centro-Oeste,Total,Pública,9.2,44.2,42.1,4.5
106,2019,Centro-Oeste,Urbana,Pública,9.0,45.8,42.1,3.1
107,2019,Centro-Oeste,Rural,Pública,10.0,38.1,42.0,9.9
108,2019,Rondônia,Total,Total,7.7,31.1,51.0,10.2
109,2019,Rondônia,Urbana,Total,6.1,30.2,57.8,5.9
110,2019,Rondônia,Rural,Total,10.7,32.8,38.1,18.4
111,2019,Rondônia,Total,Federal,0.0,28.6,71.4,0.0
112,2019,Rondônia,Urbana,Federal,0.0,20.0,80.0,0.0
113,2019,Rondônia,Rural,Federal,0.0,50.0,50.0,0.0
114,2019,Rondônia,Total,Estadual,1.5,32.6,57.3,8.6
115,2019,Rondônia,Urbana,Estadual,0.4,35.0,62.2,2.4
116,2019,Rondônia,Rural,Estadual,4.4,26.5,45.1,24.0
117,2019,Rondônia,Total,Municipal,8.4,31.3,47.8,12.5
118,2019,Rondônia,Urbana,Municipal,5.1,27.5,58.4,9.0
119,2019,Rondônia,Rural,Municipal,12.5,36.2,34.4,16.9
120,2019,Rondônia,Total,Privada,22.3,25.9,46.8,5.0
121,2019,Rondônia,Urbana,Privada,21.4,27.5,45.8,5.3
122,2019,Rondônia,Rural,Privada,37.5,0.0,62.5,0.0
123,2019,Rondônia,Total,Pública,5.7,31.8,51.6,10.9
124,2019,Rondônia,Urbana,Pública,3.0,30.7,60.2,6.1
125,2019,Rondônia,Rural,Pública,10.2,33.5,37.6,18.7
126,2019,Acre,Total,Total,37.2,40.8,17.5,4.5
127,2019,Acre,Urbana,Total,22.3,57.0,20.1,0.6
128,2019,Acre,Rural,Total,43.2,34.3,16.4,6.1
129,2019,Acre,Total,Federal,0.0,28.6,71.4,0.0
130,2019,Acre,Urbana,Federal,0.0,28.6,71.4,0.0
131,2019,Acre,Total,Estadual,31.9,48.1,14.5,5.5
132,2019,Acre,Urbana,Estadual,28.6,65.5,5.9,0.0
133,2019,Acre,Rural,Estadual,33.3,40.9,18.0,7.8
134,2019,Acre,Total,Municipal,42.1,36.1,17.9,3.9
135,2019,Acre,Urbana,Municipal,19.6,54.4,26.0,0.0
136,2019,Acre,Rural,Municipal,49.4,30.1,15.3,5.2
137,2019,Acre,Total,Privada,12.1,36.4,45.5,6.0
138,2019,Acre,Urbana,Privada,12.1,36.4,45.5,6.0
139,2019,Acre,Total,Pública,37.8,40.9,16.8,4.5
140,2019,Acre,Urbana,Pública,23.2,58.8,18.0,0.0
141,2019,Acre,Rural,Pública,43.2,34.3,16.4,6.1
142,2019,Amazonas,Total,Total,25.9,38.4,29.3,6.4
143,2019,Amazonas,Urbana,Total,9.9,40.7,45.9,3.5
144,2019,Amazonas,Rural,Total,33.5,37.2,21.4,7.9
145,2019,Amazonas,Total,Federal,0.0,12.5,75.0,12.5
146,2019,Amazonas,Urbana,Federal,0.0,13.3,73.3,13.4
147,2019,Amazonas,Rural,Federal,0.0,0.0,100.0,0.0
148,2019,Amazonas,Total,Estadual,8.9,39.5,49.2,2.4
149,2019,Amazonas,Urbana,Estadual,10.3,32.7,55.0,2.0
150,2019,Amazonas,Rural,Estadual,3.4,65.1,27.4,4.1
151,2019,Amazonas,Total,Municipal,29.6,38.6,24.6,7.2
152,2019,Amazonas,Urbana,Municipal,7.7,49.6,39.0,3.7
153,2019,Amazonas,Rural,Municipal,34.9,36.0,21.1,8.0
154,2019,Amazonas,Total,Privada,16.5,32.0,45.5,6.0
155,2019,Amazonas,Urbana,Privada,16.6,32.3,45.0,6.1
156,2019,Amazonas,Rural,Privada,0.0,0.0,100.0,0.0
157,2019,Amazonas,Total,Pública,26.4,38.7,28.5,6.4
158,2019,Amazonas,Urbana,Pública,8.7,42.2,46.0,3.1
159,2019,Amazonas,Rural,Pública,33.5,37.3,21.4,7.8
160,2019,Roraima,Total,Total,24.2,41.2,29.5,5.1
161,2019,Roraima,Urbana,Total,14.2,48.4,36.2,1.2
162,2019,Roraima,Rural,Total,29.1,37.6,26.3,7.0
163,2019,Roraima,Total,Federal,0.0,42.9,57.1,0.0
164,2019,Roraima,Urbana,Federal,0.0,40.0,60.0,0.0
165,2019,Roraima,Rural,Federal,0.0,50.0,50.0,0.0
166,2019,Roraima,Total,Estadual,19.7,44.9,30.1,5.3
167,2019,Roraima,Urbana,Estadual,1.2,70.4,28.4,0.0
168,2019,Roraima,Rural,Estadual,25.0,37.7,30.6,6.7
169,2019,Roraima,Total,Municipal,30.1,35.8,28.7,5.4
170,2019,Roraima,Urbana,Municipal,21.7,32.5,44.2,1.6
171,2019,Roraima,Rural,Municipal,34.9,37.7,20.0,7.4
172,2019,Roraima,Total,Privada,19.5,51.2,26.8,2.5
173,2019,Roraima,Urbana,Privada,20.0,52.5,25.0,2.5
174,2019,Roraima,Rural,Privada,0.0,0.0,100.0,0.0
175,2019,Roraima,Total,Pública,24.5,40.6,29.7,5.2
176,2019,Roraima,Urbana,Pública,13.1,47.6,38.3,1.0
177,2019,Roraima,Rural,Pública,29.1,37.7,26.1,7.1
178,2019,Pará,Total,Total,17.0,32.8,37.0,13.2
179,2019,Pará,Urbana,Total,4.9,33.0,52.2,9.9
180,2019,Pará,Rural,Total,23.2,32.7,29.2,14.9
181,2019,Pará,Total,Federal,0.0,36.4,63.6,0.0
182,2019,Pará,Urbana,Federal,0.0,38.1,61.9,0.0
183,2019,Pará,Rural,Federal,0.0,0.0,100.0,0.0
184,2019,Pará,Total,Estadual,3.7,35.3,53.2,7.8
185,2019,Pará,Urbana,Estadual,2.3,33.1,56.2,8.4
186,2019,Pará,Rural,Estadual,14.1,52.2,29.3,4.4
187,2019,Pará,Total,Municipal,19.2,33.4,34.3,13.1
188,2019,Pará,Urbana,Municipal,5.1,36.3,51.7,6.9
189,2019,Pará,Rural,Municipal,23.3,32.5,29.2,15.0
190,2019,Pará,Total,Privada,6.9,23.4,49.2,20.5
191,2019,Pará,Urbana,Privada,6.9,23.3,49.2,20.6
192,2019,Pará,Rural,Privada,5.6,27.8,50.0,16.6
193,2019,Pará,Total,Pública,17.8,33.5,36.0,12.7
194,2019,Pará,Urbana,Pública,4.3,35.5,53.0,7.2
195,2019,Pará,Rural,Pública,23.2,32.7,29.2,14.9
196,2019,Amapá,Total,Total,18.9,30.3,40.0,10.8
197,2019,Amapá,Urbana,Total,6.7,32.0,54.4,6.9
198,2019,Amapá,Rural,Total,28.3,29.0,29.0,13.7
199,2019,Amapá,Total,Federal,0.0,100.0,0.0,0.0
200,2019,Amapá,Urbana,Federal,0.0,100.0,0.0,0.0
201,2019,Amapá,Total,Estadual,18.9,22.7,47.8,10.6
202,2019,Amapá,Urbana,Estadual,2.1,15.4,75.5,7.0
203,2019,Amapá,Rural,Estadual,28.7,27.0,31.6,12.7
204,2019,Amapá,Total,Municipal,19.3,37.2,32.3,11.2
205,2019,Amapá,Urbana,Municipal,8.1,45.6,40.3,6.0
206,2019,Amapá,Rural,Municipal,27.8,30.8,26.3,15.1
207,2019,Amapá,Total,Privada,18.2,36.4,36.4,9.0
208,2019,Amapá,Urbana,Privada,16.3,34.7,38.8,10.2
209,2019,Amapá,Rural,Privada,33.3,50.0,16.7,0.0
210,2019,Amapá,Total,Pública,19.0,29.9,40.3,10.8
211,2019,Amapá,Urbana,Pública,5.1,31.5,56.9,6.5
212,2019,Amapá,Rural,Pública,28.3,28.7,29.2,13.8
213,2019,Tocantins,Total,Total,5.9,33.8,51.0,9.3
214,2019,Tocantins,Urbana,Total,4.0,34.1,56.1,5.8
215,2019,Tocantins,Rural,Total,9.8,33.3,40.4,16.5
216,2019,Tocantins,Total,Federal,0.0,36.4,63.6,0.0
217,2019,Tocantins,Urbana,Federal,0.0,33.3,66.7,0.0
218,2019,Tocantins,Rural,Federal,0.0,50.0,50.0,0.0
219,2019,Tocantins,Total,Estadual,3.5,32.4,57.8,6.3
220,2019,Tocantins,Urbana,Estadual,1.1,31.4,64.4,3.1
221,2019,Tocantins,Rural,Estadual,10.2,35.4,39.4,15.0
222,2019,Tocantins,Total,Municipal,6.6,34.2,48.1,11.1
223,2019,Tocantins,Urbana,Municipal,4.3,35.3,53.6,6.8
224,2019,Tocantins,Rural,Municipal,9.8,32.7,40.2,17.3
225,2019,Tocantins,Total,Privada,10.2,36.1,44.9,8.8
226,2019,Tocantins,Urbana,Privada,10.4,36.8,43.8,9.0
227,2019,Tocantins,Rural,Privada,0.0,0.0,100.0,0.0
228,2019,Tocantins,Total,Pública,5.5,33.6,51.7,9.2
229,2019,Tocantins,Urbana,Pública,3.0,33.7,58.2,5.1
230,2019,Tocantins,Rural,Pública,9.9,33.5,40.0,16.6
231,2019,Maranhão,Total,Total,15.0,38.6,36.4,10.0
232,2019,Maranhão,Urbana,Total,6.6,38.5,47.1,7.8
233,2019,Maranhão,Rural,Total,19.2,38.6,31.0,11.2
234,2019,Maranhão,Total,Federal,0.0,38.1,57.1,4.8
235,2019,Maranhão,Urbana,Federal,0.0,40.0,60.0,0.0
236,2019,Maranhão,Rural,Federal,0.0,33.3,50.0,16.7
237,2019,Maranhão,Total,Estadual,8.9,36.8,46.2,8.1
238,2019,Maranhão,Urbana,Estadual,2.0,30.3,62.9,4.8
239,2019,Maranhão,Rural,Estadual,15.5,43.0,30.2,11.3
240,2019,Maranhão,Total,Municipal,16.5,39.7,34.1,9.7
241,2019,Maranhão,Urbana,Municipal,7.5,43.1,43.4,6.0
242,2019,Maranhão,Rural,Municipal,19.7,38.4,30.8,11.1
243,2019,Maranhão,Total,Privada,6.7,28.9,48.2,16.2
244,2019,Maranhão,Urbana,Privada,6.6,28.5,48.7,16.2
245,2019,Maranhão,Rural,Privada,7.3,31.5,45.2,16.0
246,2019,Maranhão,Total,Pública,15.7,39.4,35.4,9.5
247,2019,Maranhão,Urbana,Pública,6.6,41.0,46.7,5.7
248,2019,Maranhão,Rural,Pública,19.4,38.7,30.7,11.2
249,2019,Piauí,Total,Total,10.3,40.1,39.7,9.9
250,2019,Piauí,Urbana,Total,6.9,43.0,43.6,6.5
251,2019,Piauí,Rural,Total,13.9,37.0,35.5,13.6
252,2019,Piauí,Total,Federal,0.0,30.0,60.0,10.0
253,2019,Piauí,Urbana,Federal,0.0,27.8,61.1,11.1
254,2019,Piauí,Rural,Federal,0.0,50.0,50.0,0.0
255,2019,Piauí,Total,Estadual,7.7,55.5,36.0,0.8
256,2019,Piauí,Urbana,Estadual,6.0,55.7,37.3,1.0
257,2019,Piauí,Rural,Estadual,21.5,53.8,24.7,0.0
258,2019,Piauí,Total,Municipal,11.6,39.5,38.7,10.2
259,2019,Piauí,Urbana,Municipal,8.5,44.3,43.0,4.2
260,2019,Piauí,Rural,Municipal,13.6,36.4,35.9,14.1
261,2019,Piauí,Total,Privada,2.9,18.7,54.8,23.6
262,2019,Piauí,Urbana,Privada,2.9,18.4,55.0,23.7
263,2019,Piauí,Rural,Privada,0.0,100.0,0.0,0.0
264,2019,Piauí,Total,Pública,10.9,42.0,38.4,8.7
265,2019,Piauí,Urbana,Pública,7.7,47.5,41.5,3.3
266,2019,Piauí,Rural,Pública,13.9,37.0,35.5,13.6
267,2019,Ceará,Total,Total,6.7,35.6,48.9,8.8
268,2019,Ceará,Urbana,Total,4.7,32.3,53.7,9.3
269,2019,Ceará,Rural,Total,10.1,41.4,40.3,8.2
270,2019,Ceará,Total,Federal,16.7,33.3,45.8,4.2
271,2019,Ceará,Urbana,Federal,18.2,31.8,45.5,4.5
272,2019,Ceará,Rural,Federal,0.0,50.0,50.0,0.0
273,2019,Ceará,Total,Estadual,0.4,26.0,69.9,3.7
274,2019,Ceará,Urbana,Estadual,0.2,25.1,71.8,2.9
275,2019,Ceará,Rural,Estadual,2.6,33.8,54.5,9.1
276,2019,Ceará,Total,Municipal,8.2,40.2,44.8,6.8
277,2019,Ceará,Urbana,Municipal,6.1,38.6,49.8,5.5
278,2019,Ceará,Rural,Municipal,10.3,41.9,39.7,8.1
279,2019,Ceará,Total,Privada,4.1,23.4,53.0,19.5
280,2019,Ceará,Urbana,Privada,4.0,23.6,52.9,19.5
281,2019,Ceará,Rural,Privada,9.1,0.0,72.7,18.2
282,2019,Ceará,Total,Pública,7.3,38.5,47.9,6.3
283,2019,Ceará,Urbana,Pública,5.0,35.9,54.1,5.0
284,2019,Ceará,Rural,Pública,10.1,41.6,40.2,8.1
285,2019,Rio Grande do Norte,Total,Total,6.9,29.9,50.5,12.7
286,2019,Rio Grande do Norte,Urbana,Total,3.2,26.7,59.1,11.0
287,2019,Rio Grande do Norte,Rural,Total,13.0,35.2,36.4,15.4
288,2019,Rio Grande do Norte,Total,Federal,0.0,24.0,76.0,0.0
289,2019,Rio Grande do Norte,Urbana,Federal,0.0,22.7,77.3,0.0
290,2019,Rio Grande do Norte,Rural,Federal,0.0,33.3,66.7,0.0
291,2019,Rio Grande do Norte,Total,Estadual,1.6,28.1,64.4,5.9
292,2019,Rio Grande do Norte,Urbana,Estadual,1.3,26.1,66.6,6.0
293,2019,Rio Grande do Norte,Rural,Estadual,3.8,48.1,42.3,5.8
294,2019,Rio Grande do Norte,Total,Municipal,8.8,31.0,46.0,14.2
295,2019,Rio Grande do Norte,Urbana,Municipal,3.1,26.5,58.1,12.3
296,2019,Rio Grande do Norte,Rural,Municipal,13.5,34.7,36.1,15.7
297,2019,Rio Grande do Norte,Total,Privada,5.4,27.9,52.7,14.0
298,2019,Rio Grande do Norte,Urbana,Privada,5.4,27.8,52.9,13.9
299,2019,Rio Grande do Norte,Rural,Privada,0.0,37.5,37.5,25.0
300,2019,Rio Grande do Norte,Total,Pública,7.2,30.3,50.1,12.4
301,2019,Rio Grande do Norte,Urbana,Pública,2.4,26.3,61.3,10.0
302,2019,Rio Grande do Norte,Rural,Pública,13.1,35.2,36.4,15.3
303,2019,Paraíba,Total,Total,8.2,30.4,46.8,14.6
304,2019,Paraíba,Urbana,Total,4.6,30.5,52.7,12.2
305,2019,Paraíba,Rural,Total,13.2,30.2,38.5,18.1
306,2019,Paraíba,Total,Federal,0.0,46.7,40.0,13.3
307,2019,Paraíba,Urbana,Federal,0.0,50.0,35.7,14.3
308,2019,Paraíba,Rural,Federal,0.0,0.0,100.0,0.0
309,2019,Paraíba,Total,Estadual,1.4,25.5,63.2,9.9
310,2019,Paraíba,Urbana,Estadual,1.4,26.1,63.6,8.9
311,2019,Paraíba,Rural,Estadual,1.4,21.1,60.6,16.9
312,2019,Paraíba,Total,Municipal,10.6,33.1,43.0,13.3
313,2019,Paraíba,Urbana,Municipal,6.3,36.8,50.3,6.6
314,2019,Paraíba,Rural,Municipal,13.7,30.4,37.6,18.3
315,2019,Paraíba,Total,Privada,4.0,22.3,48.5,25.2
316,2019,Paraíba,Urbana,Privada,4.1,21.8,48.8,25.3
317,2019,Paraíba,Rural,Privada,0.0,83.3,16.7,0.0
318,2019,Paraíba,Total,Pública,9.0,31.9,46.4,12.7
319,2019,Paraíba,Urbana,Pública,4.8,33.7,54.1,7.4
320,2019,Paraíba,Rural,Pública,13.3,30.0,38.5,18.2
321,2019,Pernambuco,Total,Total,10.6,31.5,43.1,14.8
322,2019,Pernambuco,Urbana,Total,6.0,29.5,49.9,14.6
323,2019,Pernambuco,Rural,Total,17.5,34.5,33.1,14.9
324,2019,Pernambuco,Total,Federal,0.0,12.0,84.0,4.0
325,2019,Pernambuco,Urbana,Federal,0.0,11.1,83.3,5.6
326,2019,Pernambuco,Rural,Federal,0.0,14.3,85.7,0.0
327,2019,Pernambuco,Total,Estadual,1.7,30.8,62.0,5.5
328,2019,Pernambuco,Urbana,Estadual,1.5,33.5,62.2,2.8
329,2019,Pernambuco,Rural,Estadual,2.3,20.2,61.5,16.0
330,2019,Pernambuco,Total,Municipal,15.1,36.9,36.5,11.5
331,2019,Pernambuco,Urbana,Municipal,9.8,39.1,44.7,6.4
332,2019,Pernambuco,Rural,Municipal,18.8,35.4,31.0,14.8
333,2019,Pernambuco,Total,Privada,4.1,18.6,49.2,28.1
334,2019,Pernambuco,Urbana,Privada,4.0,18.0,49.8,28.2
335,2019,Pernambuco,Rural,Privada,8.0,42.0,26.0,24.0
336,2019,Pernambuco,Total,Pública,12.7,35.8,41.2,10.3
337,2019,Pernambuco,Urbana,Pública,7.3,37.3,50.0,5.4
338,2019,Pernambuco,Rural,Pública,17.6,34.4,33.2,14.8
339,2019,Alagoas,Total,Total,9.7,38.9,44.2,7.2
340,2019,Alagoas,Urbana,Total,5.4,36.8,52.2,5.6
341,2019,Alagoas,Rural,Total,14.7,41.3,35.0,9.0
342,2019,Alagoas,Total,Federal,0.0,37.5,56.3,6.2
343,2019,Alagoas,Urbana,Federal,0.0,37.5,56.3,6.2
344,2019,Alagoas,Total,Estadual,1.7,45.5,52.5,0.3
345,2019,Alagoas,Urbana,Estadual,1.9,46.8,51.3,0.0
346,2019,Alagoas,Rural,Estadual,0.0,35.3,61.8,2.9
347,2019,Alagoas,Total,Municipal,12.1,40.6,40.1,7.2
348,2019,Alagoas,Urbana,Municipal,7.2,38.5,49.7,4.6
349,2019,Alagoas,Rural,Municipal,15.2,41.9,34.0,8.9
350,2019,Alagoas,Total,Privada,4.3,25.4,57.9,12.4
351,2019,Alagoas,Urbana,Privada,4.4,26.2,57.9,11.5
352,2019,Alagoas,Rural,Privada,0.0,0.0,58.3,41.7
353,2019,Alagoas,Total,Pública,10.6,41.2,41.9,6.3
354,2019,Alagoas,Urbana,Pública,5.7,40.6,50.2,3.5
355,2019,Alagoas,Rural,Pública,14.8,41.7,34.7,8.8
356,2019,Sergipe,Total,Total,6.1,26.6,54.4,12.9
357,2019,Sergipe,Urbana,Total,3.5,21.9,62.1,12.5
358,2019,Sergipe,Rural,Total,9.3,32.4,45.0,13.3
359,2019,Sergipe,Total,Federal,0.0,11.1,66.7,22.2
360,2019,Sergipe,Urbana,Federal,0.0,16.7,66.7,16.6
361,2019,Sergipe,Rural,Federal,0.0,0.0,66.7,33.3
362,2019,Sergipe,Total,Estadual,1.2,20.6,70.9,7.3
363,2019,Sergipe,Urbana,Estadual,0.7,16.0,75.2,8.1
364,2019,Sergipe,Rural,Estadual,5.6,58.3,36.1,0.0
365,2019,Sergipe,Total,Municipal,8.0,30.5,48.9,12.6
366,2019,Sergipe,Urbana,Municipal,5.3,28.7,55.9,10.1
367,2019,Sergipe,Rural,Municipal,9.5,31.4,45.1,14.0
368,2019,Sergipe,Total,Privada,3.8,18.1,59.1,19.0
369,2019,Sergipe,Urbana,Privada,3.6,17.8,59.0,19.6
370,2019,Sergipe,Rural,Privada,10.0,30.0,60.0,0.0
371,2019,Sergipe,Total,Pública,6.6,28.4,53.5,11.5
372,2019,Sergipe,Urbana,Pública,3.4,23.7,63.5,9.4
373,2019,Sergipe,Rural,Pública,9.3,32.4,44.8,13.5
374,2019,Bahia,Total,Total,10.3,25.6,44.1,20.0
375,2019,Bahia,Urbana,Total,5.6,23.0,53.3,18.1
376,2019,Bahia,Rural,Total,14.8,28.1,35.3,21.8
377,2019,Bahia,Total,Federal,0.0,6.9,93.1,0.0
378,2019,Bahia,Urbana,Federal,0.0,4.0,96.0,0.0
379,2019,Bahia,Rural,Federal,0.0,25.0,75.0,0.0
380,2019,Bahia,Total,Estadual,1.3,14.5,65.5,18.7
381,2019,Bahia,Urbana,Estadual,1.0,11.7,67.0,20.3
382,2019,Bahia,Rural,Estadual,2.7,32.7,56.0,8.6
