,year,region,location,adm,prim_1,prim_2,prim_3,prim_4,prim_5,prim_6,sec_1,sec_2,sec_3,sec_4,sec_5,sec_6
98,2019,Centro-Oeste,Rural,Estadual,31.1,8.8,19.9,30.9,7.6,1.7,5.6,6.7,24.3,46.2,13.5,3.7
99,2019,Centro-Oeste,Total,Municipal,25.3,22.1,22.5,23.2,4.3,2.6,0.0,5.7,35.8,33.0,15.1,10.4
100,2019,Centro-Oeste,Urbana,Municipal,22.4,22.8,23.4,24.1,4.5,2.8,0.0,1.9,17.3,38.5,23.1,19.2
101,2019,Centro-Oeste,Rural,Municipal,36.2,17.5,18.5,21.4,4.2,2.2,0.0,9.2,53.7,27.8,7.4,1.9
102,2019,Centro-Oeste,Total,Privada,20.1,14.0,32.0,26.8,4.5,2.6,1.3,9.0,35.4,38.6,10.0,5.7
103,2019,Centro-Oeste,Urbana,Privada,20.3,13.9,32.0,26.7,4.5,2.6,1.3,8.8,35.5,38.5,10.1,5.8
104,2019,Centro-Oeste,Rural,Privada,13.0,20.1,29.5,33.8,2.9,0.7,1.5,24.2,29.7,39.1,4.7,0.8
105,2019,Centro-Oeste,Total,Pública,22.2,20.7,24.1,25.2,5.5,2.3,1.1,10.4,30.4,40.4,12.4,5.3
106,2019,Centro-Oeste,Urbana,Pública,19.9,21.5,24.8,25.6,5.7,2.5,0.6,10.2,30.7,40.1,12.7,5.7
107,2019,Centro-Oeste,Rural,Pública,34.6,14.3,19.1,24.8,5.3,1.9,5.0,11.6,26.3,42.1,11.8,3.2
108,2019,Rondônia,Total,Total,27.6,14.6,23.9,24.8,6.2,2.9,1.2,7.6,22.5,45.0,16.1,7.6
109,2019,Rondônia,Urbana,Total,24.1,14.1,24.5,26.6,7.2,3.5,0.9,5.8,20.2,47.6,17.1,8.4
110,2019,Rondônia,Rural,Total,37.0,14.8,20.3,21.7,3.5,2.7,2.8,23.0,40.9,21.4,10.8,1.1
111,2019,Rondônia,Total,Federal,,,,,,,0.5,28.5,55.5,14.0,1.1,0.4
112,2019,Rondônia,Urbana,Federal,,,,,,,0.6,22.8,55.6,18.9,1.5,0.6
113,2019,Rondônia,Rural,Federal,,,,,,,0.0,43.9,55.3,0.8,0.0,0.0
114,2019,Rondônia,Total,Estadual,12.1,8.7,22.8,37.8,12.7,5.9,1.2,3.3,15.0,51.1,20.0,9.4
115,2019,Rondônia,Urbana,Estadual,8.7,8.4,22.6,40.2,13.6,6.5,0.8,3.3,13.7,51.9,20.4,9.9
116,2019,Rondônia,Rural,Estadual,41.2,10.8,24.0,17.7,4.9,1.4,5.7,3.1,32.3,37.0,20.3,1.6
117,2019,Rondônia,Total,Municipal,41.1,18.6,20.8,14.3,2.3,2.9,,,,,,
118,2019,Rondônia,Urbana,Municipal,42.0,19.6,21.3,12.3,2.0,2.8,,,,,,
119,2019,Rondônia,Rural,Municipal,36.7,15.5,19.5,22.1,3.2,3.0,,,,,,
120,2019,Rondônia,Total,Privada,18.3,14.2,34.4,24.8,4.6,3.7,2.0,12.0,32.0,36.9,10.3,6.8
121,2019,Rondônia,Urbana,Privada,18.4,13.7,35.5,23.9,4.7,3.8,2.4,7.3,30.8,40.5,11.4,7.6
122,2019,Rondônia,Rural,Privada,11.9,22.7,14.7,44.0,4.0,2.7,0.0,42.1,39.1,14.1,3.1,1.6
123,2019,Rondônia,Total,Pública,28.5,14.4,22.2,25.1,6.7,3.1,1.1,6.7,20.5,46.1,17.4,8.2
124,2019,Rondônia,Urbana,Pública,24.7,13.9,22.3,27.3,8.0,3.8,0.9,5.4,18.2,48.3,18.3,8.9
125,2019,Rondônia,Rural,Pública,37.7,14.6,20.5,21.0,3.5,2.7,3.4,19.0,41.3,22.9,12.4,1.0
126,2019,Acre,Total,Total,34.4,18.2,24.7,20.7,1.7,0.3,9.5,13.8,38.2,33.4,4.3,0.8
127,2019,Acre,Urbana,Total,16.9,20.4,32.7,27.1,2.4,0.5,1.2,13.7,45.7,33.6,4.9,0.9
128,2019,Acre,Rural,Total,54.4,15.0,15.2,14.3,0.9,0.2,26.3,13.9,22.1,33.9,3.2,0.6
129,2019,Acre,Total,Federal,13.8,24.1,55.2,6.9,0.0,0.0,1.4,39.9,44.1,14.1,0.5,0.0
130,2019,Acre,Urbana,Federal,13.8,24.1,55.2,6.9,0.0,0.0,1.4,39.9,44.1,14.1,0.5,0.0
131,2019,Acre,Total,Estadual,26.9,16.9,29.4,24.7,1.8,0.3,10.8,10.7,38.1,35.3,4.4,0.7
132,2019,Acre,Urbana,Estadual,10.5,18.4,37.6,31.0,2.1,0.4,1.1,8.7,47.5,36.6,5.2,0.9
133,2019,Acre,Rural,Estadual,49.5,14.4,17.5,16.7,1.6,0.3,26.3,13.9,22.1,33.9,3.2,0.6
134,2019,Acre,Total,Municipal,44.2,18.3,17.6,18.7,0.9,0.3,,,,,,
135,2019,Acre,Urbana,Municipal,27.5,21.9,21.9,26.7,1.6,0.4,,,,,,
136,2019,Acre,Rural,Municipal,56.9,15.3,14.4,12.9,0.4,0.1,,,,,,
137,2019,Acre,Total,Privada,15.0,15.1,28.2,32.5,7.2,2.0,0.6,16.7,24.3,42.4,13.2,2.8
138,2019,Acre,Urbana,Privada,15.0,15.1,28.2,32.5,7.2,2.0,0.6,16.7,24.3,42.4,13.2,2.8
139,2019,Acre,Total,Pública,35.1,18.2,24.6,20.4,1.4,0.3,9.9,13.5,38.7,33.2,4.0,0.7
140,2019,Acre,Urbana,Pública,16.8,20.6,33.2,27.2,1.8,0.4,1.2,13.2,47.1,33.3,4.5,0.7
141,2019,Acre,Rural,Pública,54.4,15.0,15.2,14.3,0.9,0.2,26.3,13.9,22.1,33.9,3.2,0.6
142,2019,Amazonas,Total,Total,24.2,21.6,24.4,24.7,3.1,2.0,1.4,8.5,27.5,46.3,9.8,6.5
143,2019,Amazonas,Urbana,Total,9.4,21.8,29.2,32.2,4.4,3.0,0.3,8.1,28.6,45.9,10.0,7.1
144,2019,Amazonas,Rural,Total,48.9,20.8,16.0,12.7,1.0,0.6,10.1,11.8,16.4,48.3,7.6,5.8
145,2019,Amazonas,Total,Federal,0.0,93.0,7.0,0.0,0.0,0.0,1.0,28.0,25.0,44.4,1.2,0.4
146,2019,Amazonas,Urbana,Federal,0.0,93.0,7.0,0.0,0.0,0.0,1.0,28.7,25.5,43.1,1.2,0.5
147,2019,Amazonas,Rural,Federal,,,,,,,0.0,12.9,16.1,71.0,0.0,0.0
148,2019,Amazonas,Total,Estadual,4.0,16.5,25.8,42.5,6.9,4.3,1.4,6.6,27.0,46.5,10.9,7.6
149,2019,Amazonas,Urbana,Estadual,2.7,16.7,26.6,42.4,7.1,4.5,0.0,5.9,28.2,46.2,11.3,8.4
150,2019,Amazonas,Rural,Estadual,13.5,15.0,18.8,42.7,5.7,4.3,10.5,11.9,16.5,47.1,7.9,6.1
151,2019,Amazonas,Total,Municipal,32.6,22.8,21.0,19.9,2.1,1.6,,,,,,
152,2019,Amazonas,Urbana,Municipal,11.5,24.5,26.9,30.4,3.6,3.1,,,,,,
153,2019,Amazonas,Rural,Municipal,51.4,21.1,15.7,10.7,0.8,0.3,,,,,,
154,2019,Amazonas,Total,Privada,18.6,15.6,36.0,25.1,3.1,1.6,1.4,6.9,31.3,45.6,9.3,5.5
155,2019,Amazonas,Urbana,Privada,18.6,15.7,36.1,24.9,3.1,1.6,1.5,6.9,31.6,45.1,9.3,5.6
156,2019,Amazonas,Rural,Privada,15.8,0.0,26.3,52.6,5.3,0.0,0.0,0.0,10.0,80.0,10.0,0.0
157,2019,Amazonas,Total,Pública,24.6,22.0,23.2,24.9,3.2,2.1,1.3,8.6,26.9,46.3,10.0,6.9
158,2019,Amazonas,Urbana,Pública,7.9,22.5,28.0,33.6,4.7,3.3,0.1,8.1,28.0,45.9,10.3,7.6
159,2019,Amazonas,Rural,Pública,49.0,20.9,15.9,12.6,1.0,0.6,10.2,11.9,16.5,48.0,7.6,5.8
160,2019,Roraima,Total,Total,24.6,17.9,23.5,27.7,5.3,1.0,1.7,10.7,29.6,44.5,11.5,2.0
161,2019,Roraima,Urbana,Total,14.6,20.5,30.2,29.3,4.0,1.4,0.6,13.5,33.1,42.0,8.1,2.7
162,2019,Roraima,Rural,Total,36.9,13.8,14.5,26.5,7.6,0.7,3.0,7.2,25.1,47.5,16.0,1.2
163,2019,Roraima,Total,Federal,12.1,60.6,6.1,21.2,0.0,0.0,3.4,47.3,34.1,13.7,1.5,0.0
164,2019,Roraima,Urbana,Federal,12.1,60.6,6.1,21.2,0.0,0.0,5.2,50.7,28.7,14.7,0.7,0.0
165,2019,Roraima,Rural,Federal,,,,,,,0.0,40.6,44.9,11.6,2.9,0.0
166,2019,Roraima,Total,Estadual,16.7,13.2,24.9,35.6,7.9,1.7,1.4,6.3,28.8,48.4,12.7,2.4
167,2019,Roraima,Urbana,Estadual,0.3,9.8,37.4,42.4,6.9,3.2,0.2,7.6,33.4,46.6,8.8,3.4
168,2019,Roraima,Rural,Estadual,28.5,15.5,15.6,30.8,9.0,0.6,2.8,4.8,23.6,50.4,17.1,1.3
169,2019,Roraima,Total,Municipal,33.5,22.4,17.0,21.3,4.4,1.4,,,,,,
170,2019,Roraima,Urbana,Municipal,23.8,28.3,19.6,23.7,3.1,1.5,,,,,,
171,2019,Roraima,Rural,Municipal,54.0,8.2,12.4,16.7,7.4,1.3,,,,,,
172,2019,Roraima,Total,Privada,16.6,11.9,38.0,27.2,5.2,1.1,2.3,15.4,30.8,39.2,11.5,0.8
173,2019,Roraima,Urbana,Privada,16.6,11.9,38.0,27.2,5.2,1.1,0.0,16.6,32.2,38.8,11.6,0.8
174,2019,Roraima,Rural,Privada,,,,,,,33.4,0.0,11.1,44.4,11.1,0.0
175,2019,Roraima,Total,Pública,25.0,18.3,22.2,28.0,5.5,1.0,1.7,10.3,29.3,45.0,11.6,2.1
176,2019,Roraima,Urbana,Pública,13.8,21.5,28.7,30.1,4.3,1.6,0.8,13.0,32.8,42.6,7.8,3.0
177,2019,Roraima,Rural,Pública,36.9,13.8,14.5,26.5,7.6,0.7,2.6,7.3,25.1,47.7,16.1,1.2
178,2019,Pará,Total,Total,21.4,14.4,28.8,23.8,6.5,5.1,1.3,6.1,16.5,37.8,20.1,18.2
179,2019,Pará,Urbana,Total,15.2,13.8,29.6,25.1,8.5,7.8,1.2,6.0,15.7,38.0,20.2,18.9
180,2019,Pará,Rural,Total,29.2,14.4,26.8,22.9,4.4,2.3,2.2,4.2,17.8,32.3,22.4,21.1
181,2019,Pará,Total,Federal,8.3,53.3,24.6,10.8,2.4,0.6,1.9,17.6,38.0,37.7,3.6,1.2
182,2019,Pará,Urbana,Federal,8.3,53.3,24.6,10.8,2.4,0.6,1.8,16.1,38.0,39.0,3.8,1.3
183,2019,Pará,Rural,Federal,,,,,,,0.0,59.4,37.5,0.0,3.1,0.0
184,2019,Pará,Total,Estadual,4.3,5.5,17.1,34.6,17.7,20.8,1.3,4.2,12.1,37.0,23.2,22.2
185,2019,Pará,Urbana,Estadual,3.7,5.8,17.2,34.3,17.4,21.6,1.1,4.2,10.7,37.1,23.5,23.4
186,2019,Pará,Rural,Estadual,7.0,2.5,12.6,35.5,20.8,21.6,2.0,2.9,17.4,32.1,23.6,22.0
187,2019,Pará,Total,Municipal,22.8,14.7,29.9,22.7,5.5,4.4,0.0,21.1,5.3,26.3,10.5,36.8
188,2019,Pará,Urbana,Municipal,14.2,14.1,32.1,24.0,7.8,7.8,0.0,21.1,5.3,26.3,10.5,36.8
189,2019,Pará,Rural,Municipal,30.0,14.8,27.3,22.4,3.8,1.7,,,,,,
190,2019,Pará,Total,Privada,23.9,15.7,27.9,22.1,5.5,4.9,1.2,8.5,24.5,38.6,13.7,13.5
191,2019,Pará,Urbana,Privada,24.1,15.7,27.9,21.9,5.5,4.9,1.1,8.3,24.7,38.3,14.0,13.6
192,2019,Pará,Rural,Privada,10.3,18.1,21.6,36.2,5.2,8.6,5.5,14.1,19.6,46.7,4.3,9.8
193,2019,Pará,Total,Pública,20.7,13.9,28.7,24.3,6.8,5.6,1.4,5.3,14.2,37.0,21.6,20.5
194,2019,Pará,Urbana,Pública,12.1,12.9,29.6,26.4,9.6,9.4,1.3,5.2,13.0,37.2,21.8,21.5
195,2019,Pará,Rural,Pública,29.2,14.4,26.8,22.9,4.4,2.3,2.0,3.8,17.7,31.6,23.3,21.6
196,2019,Amapá,Total,Total,33.6,19.7,27.0,16.5,2.4,0.8,1.6,15.2,35.4,38.4,7.2,2.2
197,2019,Amapá,Urbana,Total,24.0,22.2,31.4,18.6,2.7,1.1,0.0,14.4,36.9,39.1,6.9,2.7
198,2019,Amapá,Rural,Total,55.1,13.6,16.7,12.3,2.1,0.2,8.4,18.1,28.0,36.0,9.1,0.4
199,2019,Amapá,Total,Federal,,,,,,,0.0,32.7,23.7,41.7,1.9,0.0
200,2019,Amapá,Urbana,Federal,,,,,,,0.0,32.7,23.7,41.7,1.9,0.0
201,2019,Amapá,Total,Estadual,24.0,20.1,31.7,20.4,3.0,0.8,2.0,13.9,36.2,37.8,7.7,2.4
202,2019,Amapá,Urbana,Estadual,10.1,22.8,39.8,22.8,3.3,1.2,0.0,12.5,39.3,37.7,7.4,3.1
203,2019,Amapá,Rural,Estadual,49.4,15.0,16.5,16.3,2.6,0.2,9.1,18.3,23.7,38.9,9.5,0.5
204,2019,Amapá,Total,Municipal,52.9,20.5,14.2,9.7,1.9,0.8,,,,,,
205,2019,Amapá,Urbana,Municipal,46.0,24.2,14.4,12.0,2.4,1.0,,,,,,
206,2019,Amapá,Rural,Municipal,70.0,10.3,14.3,4.0,1.1,0.3,,,,,,
207,2019,Amapá,Total,Privada,19.4,11.6,36.5,26.3,3.7,2.5,0.6,8.0,32.5,42.9,11.8,4.2
208,2019,Amapá,Urbana,Privada,20.1,11.6,34.4,27.4,3.9,2.6,0.4,6.6,26.2,48.8,13.1,4.9
209,2019,Amapá,Rural,Privada,2.9,11.4,85.7,0.0,0.0,0.0,2.2,15.6,66.7,11.1,4.4,0.0
210,2019,Amapá,Total,Pública,34.9,20.6,25.6,15.8,2.4,0.7,1.8,15.8,34.9,38.2,7.1,2.2
211,2019,Amapá,Urbana,Pública,24.3,23.9,30.5,17.8,2.6,0.9,0.0,15.0,37.4,38.2,6.7,2.7
212,2019,Amapá,Rural,Pública,56.1,13.6,15.5,12.5,2.1,0.2,9.1,18.3,23.7,38.9,9.5,0.5
213,2019,Tocantins,Total,Total,24.9,13.9,28.5,25.9,5.6,1.2,0.9,10.5,22.8,50.0,13.1,2.7
214,2019,Tocantins,Urbana,Total,21.4,13.6,30.1,27.3,6.2,1.4,1.0,10.4,20.9,51.0,13.6,3.1
215,2019,Tocantins,Rural,Total,37.9,14.3,21.3,21.8,4.2,0.5,0.6,10.6,32.8,44.9,10.3,0.8
216,2019,Tocantins,Total,Federal,,,,,,,4.3,48.1,27.0,18.9,1.7,0.0
217,2019,Tocantins,Urbana,Federal,,,,,,,5.5,47.9,21.2,23.9,1.5,0.0
218,2019,Tocantins,Rural,Federal,,,,,,,0.0,48.9,47.8,1.1,2.2,0.0
219,2019,Tocantins,Total,Estadual,6.9,5.5,27.5,46.0,12.0,2.1,0.6,6.6,20.3,54.4,15.0,3.1
220,2019,Tocantins,Urbana,Estadual,4.7,6.1,27.1,46.9,12.8,2.4,0.6,6.8,18.7,54.8,15.6,3.5
221,2019,Tocantins,Rural,Estadual,16.9,2.6,29.3,41.7,8.7,0.8,0.6,5.3,29.2,52.2,11.8,0.9
222,2019,Tocantins,Total,Municipal,38.7,19.6,26.0,12.1,2.5,1.1,,,,,,
223,2019,Tocantins,Urbana,Municipal,34.6,19.3,29.2,12.8,2.7,1.4,,,,,,
224,2019,Tocantins,Rural,Municipal,49.0,20.0,16.4,12.0,2.3,0.3,,,,,,
225,2019,Tocantins,Total,Privada,18.6,12.7,38.6,24.6,3.9,1.6,0.7,9.6,40.9,39.2,6.5,3.1
226,2019,Tocantins,Urbana,Privada,18.5,12.5,38.2,25.0,4.1,1.7,0.8,10.0,38.8,40.5,6.7,3.2
227,2019,Tocantins,Rural,Privada,14.2,18.4,49.0,18.4,0.0,0.0,0.0,0.0,93.7,6.3,0.0,0.0
228,2019,Tocantins,Total,Pública,25.7,13.9,27.0,26.2,6.0,1.2,1.1,10.4,20.9,51.1,13.7,2.8
229,2019,Tocantins,Urbana,Pública,21.6,13.7,28.7,27.8,6.7,1.5,1.1,10.3,18.9,52.1,14.4,3.2
230,2019,Tocantins,Rural,Pública,38.3,14.2,20.8,21.9,4.3,0.5,0.6,10.8,31.5,45.8,10.5,0.8
231,2019,Maranhão,Total,Total,28.3,26.7,18.7,21.4,3.1,1.8,0.6,13.4,25.2,40.3,12.8,7.7
232,2019,Maranhão,Urbana,Total,18.8,27.0,21.7,25.8,4.1,2.6,0.4,11.1,26.6,40.5,13.1,8.3
233,2019,Maranhão,Rural,Total,37.7,24.5,14.9,19.4,2.3,1.2,0.8,19.7,14.6,41.1,14.6,9.2
234,2019,Maranhão,Total,Federal,10.5,33.3,14.0,40.4,0.0,1.8,0.2,17.8,30.2,43.4,7.3,1.1
235,2019,Maranhão,Urbana,Federal,0.0,31.4,20.0,48.6,0.0,0.0,0.1,15.8,32.4,43.0,7.8,0.9
236,2019,Maranhão,Rural,Federal,27.3,36.4,4.5,27.3,0.0,4.5,0.7,23.0,23.9,44.5,6.4,1.5
237,2019,Maranhão,Total,Estadual,12.1,9.8,18.0,46.0,8.9,5.2,0.2,12.7,24.6,39.6,14.1,8.8
238,2019,Maranhão,Urbana,Estadual,2.1,10.9,16.8,54.4,8.8,7.0,0.1,10.6,26.1,39.6,14.2,9.4
239,2019,Maranhão,Rural,Estadual,27.4,8.0,19.7,33.6,9.1,2.2,0.4,18.0,13.1,41.6,16.3,10.6
240,2019,Maranhão,Total,Municipal,28.7,28.0,17.5,20.8,3.1,1.9,3.7,21.4,15.5,44.0,8.3,7.1
241,2019,Maranhão,Urbana,Municipal,17.9,29.4,20.3,25.5,4.2,2.7,5.9,23.5,11.8,39.2,9.8,9.8
242,2019,Maranhão,Rural,Municipal,37.9,25.0,14.6,19.1,2.2,1.2,0.0,18.2,21.2,51.5,6.1,3.0
243,2019,Maranhão,Total,Privada,23.5,17.0,27.0,27.0,3.6,1.9,2.7,12.7,23.0,43.9,10.6,7.1
244,2019,Maranhão,Urbana,Privada,22.9,16.8,26.9,27.7,3.7,2.0,2.4,9.6,23.3,45.9,11.2,7.6
245,2019,Maranhão,Rural,Privada,28.3,19.1,29.6,19.3,2.8,0.9,5.6,36.7,19.7,28.8,6.1,3.1
246,2019,Maranhão,Total,Pública,28.3,27.6,17.6,21.4,3.2,1.9,0.2,13.2,25.1,39.9,13.4,8.2
247,2019,Maranhão,Urbana,Pública,17.4,28.9,20.2,26.4,4.3,2.8,0.1,11.1,26.5,39.8,13.7,8.8
248,2019,Maranhão,Rural,Pública,37.8,24.6,14.7,19.4,2.3,1.2,0.4,18.5,14.3,42.0,15.2,9.6
249,2019,Piauí,Total,Total,16.3,19.6,25.4,28.0,6.1,4.6,0.7,12.7,23.5,38.6,13.7,10.8
250,2019,Piauí,Urbana,Total,11.8,19.7,25.6,30.0,7.2,5.7,0.7,12.1,23.4,39.0,13.9,10.9
251,2019,Piauí,Rural,Total,24.3,16.9,23.6,27.2,4.6,3.4,0.8,17.5,21.3,35.3,12.1,13.0
252,2019,Piauí,Total,Federal,,,,,,,0.9,25.2,29.2,42.1,2.1,0.5
253,2019,Piauí,Urbana,Federal,,,,,,,0.9,24.8,28.3,43.1,2.3,0.6
254,2019,Piauí,Rural,Federal,,,,,,,1.0,28.1,36.5,34.4,0.0,0.0
255,2019,Piauí,Total,Estadual,1.5,11.9,17.2,41.1,15.8,12.5,0.6,12.1,21.9,38.0,15.2,12.2
256,2019,Piauí,Urbana,Estadual,1.5,11.9,16.9,41.4,15.8,12.5,0.5,11.5,21.9,38.4,15.4,12.3
257,2019,Piauí,Rural,Estadual,0.0,13.9,50.0,19.4,11.1,5.6,1.0,16.6,18.7,35.5,14.1,14.1
258,2019,Piauí,Total,Municipal,17.4,19.3,25.8,27.5,5.5,4.5,5.1,0.0,10.3,51.3,17.9,15.4
259,2019,Piauí,Urbana,Municipal,11.2,19.8,26.9,29.7,6.5,5.9,6.7,0.0,3.3,56.7,20.0,13.3
260,2019,Piauí,Rural,Municipal,24.6,16.9,23.4,27.2,4.6,3.3,0.0,0.0,33.4,33.3,11.1,22.2
261,2019,Piauí,Total,Privada,17.2,19.8,23.7,26.8,6.9,5.6,1.2,6.5,25.0,40.2,13.5,13.6
262,2019,Piauí,Urbana,Privada,17.4,19.8,23.6,26.8,6.9,5.5,1.2,6.6,24.9,40.3,13.7,13.3
263,2019,Piauí,Rural,Privada,0.0,6.2,31.3,37.5,0.0,25.0,0.0,0.0,31.2,31.3,0.0,37.5
264,2019,Piauí,Total,Pública,15.6,18.9,25.4,29.0,6.3,4.8,0.7,13.3,22.5,38.4,14.0,11.1
265,2019,Piauí,Urbana,Pública,9.5,18.9,25.7,31.9,7.7,6.3,0.6,12.7,22.4,38.8,14.2,11.3
266,2019,Piauí,Rural,Pública,24.4,16.9,23.5,27.2,4.6,3.4,0.9,17.9,21.1,35.3,12.3,12.5
267,2019,Ceará,Total,Total,16.3,18.8,34.9,24.9,3.7,1.4,0.4,15.8,37.4,32.9,10.0,3.5
268,2019,Ceará,Urbana,Total,13.6,17.4,36.9,26.1,4.3,1.7,0.4,15.4,36.9,33.5,10.2,3.6
269,2019,Ceará,Rural,Total,21.7,20.7,27.8,26.4,2.6,0.8,0.8,20.5,41.6,26.3,8.9,1.9
270,2019,Ceará,Total,Federal,2.4,67.4,25.6,2.3,0.0,2.3,3.9,39.3,31.7,23.6,1.1,0.4
271,2019,Ceará,Urbana,Federal,2.4,67.4,25.6,2.3,0.0,2.3,3.9,38.6,30.3,25.6,1.2,0.4
272,2019,Ceará,Rural,Federal,,,,,,,3.6,44.7,43.5,8.2,0.0,0.0
273,2019,Ceará,Total,Estadual,4.8,7.5,20.4,48.9,13.2,5.2,0.3,15.3,39.4,31.1,10.2,3.7
274,2019,Ceará,Urbana,Estadual,1.2,6.8,15.3,54.8,15.2,6.7,0.2,15.0,39.0,31.5,10.4,3.9
275,2019,Ceará,Rural,Estadual,16.6,9.9,37.2,29.4,6.4,0.5,0.3,18.2,41.9,27.8,9.7,2.1
276,2019,Ceará,Total,Municipal,14.6,19.5,35.8,25.4,3.4,1.3,,,,,,
277,2019,Ceará,Urbana,Municipal,10.1,17.8,39.3,27.1,4.1,1.6,,,,,,
278,2019,Ceará,Rural,Municipal,21.9,20.9,27.5,26.4,2.5,0.8,,,,,,
279,2019,Ceará,Total,Privada,21.1,16.0,31.7,24.5,4.7,2.0,1.0,9.4,21.7,47.1,14.8,6.0
280,2019,Ceará,Urbana,Privada,21.1,16.0,31.7,24.5,4.7,2.0,0.9,9.3,21.8,47.2,14.8,6.0
281,2019,Ceará,Rural,Privada,32.3,21.5,30.8,15.4,0.0,0.0,30.8,53.8,0.0,15.4,0.0,0.0
282,2019,Ceará,Total,Pública,14.4,19.1,35.4,26.2,3.6,1.3,0.3,16.4,39.1,30.8,9.8,3.6
283,2019,Ceará,Urbana,Pública,9.9,17.5,38.4,28.1,4.4,1.7,0.4,16.0,38.6,31.3,10.0,3.7
284,2019,Ceará,Rural,Pública,21.7,20.7,27.7,26.5,2.6,0.8,0.6,20.1,42.0,26.4,9.0,1.9
285,2019,Rio Grande do Norte,Total,Total,27.0,17.0,22.4,24.6,5.7,3.3,0.3,7.3,30.8,36.8,15.5,9.3
286,2019,Rio Grande do Norte,Urbana,Total,21.6,17.0,24.4,26.7,6.5,3.8,0.4,6.8,30.6,36.9,15.8,9.5
287,2019,Rio Grande do Norte,Rural,Total,43.4,13.7,14.1,22.0,3.9,2.9,0.0,14.9,29.3,34.0,13.0,8.8
288,2019,Rio Grande do Norte,Total,Federal,91.0,0.0,4.5,4.5,0.0,0.0,0.4,15.0,46.5,33.9,3.1,1.1
289,2019,Rio Grande do Norte,Urbana,Federal,91.0,0.0,4.5,4.5,0.0,0.0,0.4,13.6,46.6,35.0,3.2,1.2
290,2019,Rio Grande do Norte,Rural,Federal,,,,,,,0.0,24.4,45.9,26.2,2.9,0.6
291,2019,Rio Grande do Norte,Total,Estadual,10.8,11.2,19.0,36.9,13.6,8.5,0.1,4.7,27.1,34.9,20.0,13.2
292,2019,Rio Grande do Norte,Urbana,Estadual,10.3,11.4,19.3,36.4,13.9,8.7,0.3,4.5,27.3,34.6,20.1,13.2
293,2019,Rio Grande do Norte,Rural,Estadual,16.1,7.8,14.2,45.4,10.4,6.1,0.0,6.6,15.0,40.0,22.8,15.6
294,2019,Rio Grande do Norte,Total,Municipal,31.9,18.2,18.0,23.2,5.2,3.5,,,,,,
295,2019,Rio Grande do Norte,Urbana,Municipal,23.5,19.0,20.2,26.4,6.5,4.4,,,,,,
296,2019,Rio Grande do Norte,Rural,Municipal,45.6,14.2,13.9,20.2,3.5,2.6,,,,,,
297,2019,Rio Grande do Norte,Total,Privada,21.9,14.5,32.7,24.1,4.1,2.7,0.8,7.5,24.4,43.1,14.8,9.4
298,2019,Rio Grande do Norte,Urbana,Privada,21.7,14.7,32.8,24.0,4.1,2.7,0.7,7.5,24.6,43.1,14.8,9.3
299,2019,Rio Grande do Norte,Rural,Privada,39.5,5.3,22.4,25.0,3.9,3.9,0.0,0.0,0.0,60.0,10.0,30.0
300,2019,Rio Grande do Norte,Total,Pública,27.9,17.3,18.4,25.7,6.7,4.0,0.3,6.9,31.4,34.7,16.3,10.4
301,2019,Rio Grande do Norte,Urbana,Pública,20.6,17.5,20.1,28.8,8.1,4.9,0.3,6.3,31.2,34.8,16.7,10.7
302,2019,Rio Grande do Norte,Rural,Pública,43.5,13.8,13.9,22.0,3.9,2.9,0.0,15.4,30.1,33.2,13.1,8.2
303,2019,Paraíba,Total,Total,29.3,16.3,21.3,23.6,6.3,3.2,0.5,13.0,32.9,33.0,13.5,7.1
304,2019,Paraíba,Urbana,Total,22.6,16.9,23.8,25.8,7.2,3.7,0.5,13.1,33.2,32.7,13.4,7.1
305,2019,Paraíba,Rural,Total,50.3,11.5,12.1,19.4,4.3,2.4,0.8,9.5,24.5,39.7,17.3,8.2
306,2019,Paraíba,Total,Federal,90.0,0.0,10.0,0.0,0.0,0.0,2.5,29.7,32.0,32.4,2.4,1.0
307,2019,Paraíba,Urbana,Federal,90.0,0.0,10.0,0.0,0.0,0.0,2.2,30.0,30.4,34.0,2.4,1.0
308,2019,Paraíba,Rural,Federal,,,,,,,8.2,24.5,61.2,4.1,2.0,0.0
309,2019,Paraíba,Total,Estadual,10.5,10.2,23.2,35.3,13.9,6.9,0.3,12.0,33.2,31.3,15.2,8.0
310,2019,Paraíba,Urbana,Estadual,9.6,10.3,24.1,35.1,13.8,7.1,0.2,12.2,33.9,30.6,15.1,8.0
311,2019,Paraíba,Rural,Estadual,16.7,8.7,14.8,38.5,14.9,6.4,0.2,8.2,21.2,42.8,18.7,8.9
312,2019,Paraíba,Total,Municipal,34.1,17.1,16.9,22.2,6.1,3.6,0.0,11.8,11.8,52.9,20.6,2.9
313,2019,Paraíba,Urbana,Municipal,23.3,18.7,19.8,26.0,7.7,4.5,0.0,11.8,11.8,52.9,20.6,2.9
314,2019,Paraíba,Rural,Municipal,54.6,11.6,11.7,17.0,3.1,2.0,,,,,,
315,2019,Paraíba,Total,Privada,26.6,15.6,27.3,22.5,4.5,3.5,0.5,7.8,28.0,39.7,13.3,10.7
316,2019,Paraíba,Urbana,Privada,26.5,15.5,27.4,22.6,4.5,3.5,0.5,7.8,28.0,39.7,13.3,10.7
