,year,region,location,adm,elem_0,prim_0,sec_0
497,2017,Rio Grande do Sul,Total,Pública,74,89.10000000000001,94
498,2017,Rio Grande do Sul,Urbana,Pública,73.8,89.7,93.9
499,2017,Rio Grande do Sul,Rural,Pública,75.5,86.9,95.7
500,2017,Centro-Oeste,Total,Total,81.7,89.4,92.7
501,2017,Centro-Oeste,Urbana,Total,82.4,91.10000000000001,93.2
502,2017,Centro-Oeste,Rural,Total,69.3,76.2,87.9
503,2017,Centro-Oeste,Total,Federal,72.2,99.5,98.60000000000001
504,2017,Centro-Oeste,Urbana,Federal,72.2,99.5,98.4
505,2017,Centro-Oeste,Rural,Federal,--,--,99.5
506,2017,Centro-Oeste,Total,Estadual,93,92.3,93.10000000000001
507,2017,Centro-Oeste,Urbana,Estadual,93.10000000000001,93.4,93.9
508,2017,Centro-Oeste,Rural,Estadual,92.60000000000001,82.2,86
509,2017,Centro-Oeste,Total,Municipal,86.7,90.5,91
510,2017,Centro-Oeste,Urbana,Municipal,88.3,94.4,88.2
511,2017,Centro-Oeste,Rural,Municipal,68.1,72.60000000000001,93.3
512,2017,Centro-Oeste,Total,Privada,67.1,81.7,90
513,2017,Centro-Oeste,Urbana,Privada,67.1,81.7,90
514,2017,Centro-Oeste,Rural,Privada,51.9,79.9,87.5
515,2017,Centro-Oeste,Total,Pública,87.2,91.4,93.5
516,2017,Centro-Oeste,Urbana,Pública,88.60000000000001,93.9,94.2
517,2017,Centro-Oeste,Rural,Pública,69.7,76.10000000000001,87.9
518,2017,Mato Grosso do Sul,Total,Total,85.9,91.7,95.2
519,2017,Mato Grosso do Sul,Urbana,Total,87.4,94.2,95.9
520,2017,Mato Grosso do Sul,Rural,Total,66.7,76,88.3
521,2017,Mato Grosso do Sul,Total,Federal,--,100,99
522,2017,Mato Grosso do Sul,Urbana,Federal,--,100,98.8
523,2017,Mato Grosso do Sul,Rural,Federal,--,--,100
524,2017,Mato Grosso do Sul,Total,Estadual,92.9,96.2,95.7
525,2017,Mato Grosso do Sul,Urbana,Estadual,92.9,96.4,96.60000000000001
526,2017,Mato Grosso do Sul,Rural,Estadual,--,93.60000000000001,86.7
527,2017,Mato Grosso do Sul,Total,Municipal,88.8,90.3,100
528,2017,Mato Grosso do Sul,Urbana,Municipal,90.8,95.3,--
529,2017,Mato Grosso do Sul,Rural,Municipal,66.9,71.60000000000001,100
530,2017,Mato Grosso do Sul,Total,Privada,69.5,85,91.60000000000001
531,2017,Mato Grosso do Sul,Urbana,Privada,69.7,85.10000000000001,91.9
532,2017,Mato Grosso do Sul,Rural,Privada,50,81.10000000000001,79.3
533,2017,Mato Grosso do Sul,Total,Pública,88.8,92.7,95.9
534,2017,Mato Grosso do Sul,Urbana,Pública,90.8,95.8,96.7
535,2017,Mato Grosso do Sul,Rural,Pública,66.9,75.9,88.60000000000001
536,2017,Mato Grosso,Total,Total,86.4,91.60000000000001,96.3
537,2017,Mato Grosso,Urbana,Total,88.3,96.10000000000001,98.10000000000001
538,2017,Mato Grosso,Rural,Total,66.8,73.60000000000001,89.10000000000001
539,2017,Mato Grosso,Total,Federal,--,--,98.7
540,2017,Mato Grosso,Urbana,Federal,--,--,98.5
541,2017,Mato Grosso,Rural,Federal,--,--,99.5
542,2017,Mato Grosso,Total,Estadual,100,95.8,96.7
543,2017,Mato Grosso,Urbana,Estadual,100,99.5,99.2
544,2017,Mato Grosso,Rural,Estadual,--,80,88.3
545,2017,Mato Grosso,Total,Municipal,90.60000000000001,88.7,--
546,2017,Mato Grosso,Urbana,Municipal,93.60000000000001,96.9,--
547,2017,Mato Grosso,Rural,Municipal,66.8,67.9,--
548,2017,Mato Grosso,Total,Privada,66.3,84.9,92.3
549,2017,Mato Grosso,Urbana,Privada,66.3,84.9,92.3
550,2017,Mato Grosso,Rural,Privada,60,90.9,71.4
551,2017,Mato Grosso,Total,Pública,90.7,92.7,96.8
552,2017,Mato Grosso,Urbana,Pública,93.60000000000001,98.4,99.10000000000001
553,2017,Mato Grosso,Rural,Pública,66.8,73.5,89.10000000000001
554,2017,Goiás,Total,Total,76.5,85.2,86.7
555,2017,Goiás,Urbana,Total,76.7,85.9,87
556,2017,Goiás,Rural,Total,71.8,75.60000000000001,80
557,2017,Goiás,Total,Federal,72.2,98.2,98.3
558,2017,Goiás,Urbana,Federal,72.2,98.2,98
559,2017,Goiás,Rural,Federal,--,--,99.2
560,2017,Goiás,Total,Estadual,--,82.9,86.3
561,2017,Goiás,Urbana,Estadual,--,84,87
562,2017,Goiás,Rural,Estadual,--,57,62.5
563,2017,Goiás,Total,Municipal,82.4,91.5,87.2
564,2017,Goiás,Urbana,Municipal,82.9,92.9,88.2
565,2017,Goiás,Rural,Municipal,72.4,79.9,85.2
566,2017,Goiás,Total,Privada,62,75.60000000000001,84.7
567,2017,Goiás,Urbana,Privada,62,75.60000000000001,84.60000000000001
568,2017,Goiás,Rural,Privada,60.9,76.8,90.9
569,2017,Goiás,Total,Pública,82.4,88.2,87.4
570,2017,Goiás,Urbana,Pública,82.9,89.3,87.8
571,2017,Goiás,Rural,Pública,72.4,75.60000000000001,78.8
572,2017,Distrito Federal,Total,Total,80.3,93.10000000000001,98
573,2017,Distrito Federal,Urbana,Total,80.10000000000001,93.10000000000001,98
574,2017,Distrito Federal,Rural,Total,87.2,94.8,97.60000000000001
575,2017,Distrito Federal,Total,Federal,--,100,98.8
576,2017,Distrito Federal,Urbana,Federal,--,100,98.60000000000001
577,2017,Distrito Federal,Rural,Federal,--,--,100
578,2017,Distrito Federal,Total,Estadual,92.9,95.60000000000001,99.2
579,2017,Distrito Federal,Urbana,Estadual,92.9,95.7,99.3
580,2017,Distrito Federal,Rural,Estadual,92.60000000000001,95.2,97.3
581,2017,Distrito Federal,Total,Privada,72.5,88.3,96.2
582,2017,Distrito Federal,Urbana,Privada,72.60000000000001,88.3,96.2
583,2017,Distrito Federal,Rural,Privada,35.7,81.5,94.4
584,2017,Distrito Federal,Total,Pública,92.9,95.7,99.2
585,2017,Distrito Federal,Urbana,Pública,92.9,95.7,99.2
586,2017,Distrito Federal,Rural,Pública,92.60000000000001,95.2,97.9
0,2018,Brasil,Total,Total,70.0,83.9,94.3
1,2018,Brasil,Total,Federal,84.5,97.5,97.9
2,2018,Brasil,Total,Estadual,75.6,94.0,95.1
3,2018,Brasil,Total,Municipal,76.2,81.9,93.2
4,2018,Brasil,Total,Privada,55.4,75.1,90.4
5,2018,Brasil,Total,Pública,76.2,86.1,95.3
6,2018,Brasil,Urbana,Total,71.5,87.1,94.7
7,2018,Brasil,Urbana,Federal,85.1,97.5,97.8
8,2018,Brasil,Urbana,Estadual,90.8,95.5,95.7
9,2018,Brasil,Urbana,Municipal,79.3,87.8,96.3
10,2018,Brasil,Urbana,Privada,55.6,75.2,90.6
11,2018,Brasil,Urbana,Pública,79.3,90.9,95.8
12,2018,Brasil,Rural,Total,56.9,67.8,89.1
13,2018,Brasil,Rural,Federal,75.0,95.2,98.3
14,2018,Brasil,Rural,Estadual,34.1,78.9,88.8
15,2018,Brasil,Rural,Municipal,57.9,65.9,76.5
16,2018,Brasil,Rural,Privada,38.6,62.7,79.0
17,2018,Brasil,Rural,Pública,57.5,67.8,89.6
18,2018,Norte,Total,Total,65.6,77.1,95.2
19,2018,Norte,Total,Federal,91.7,98.3,98.5
20,2018,Norte,Total,Estadual,18.2,89.4,95.7
21,2018,Norte,Total,Municipal,66.7,71.6,100.0
22,2018,Norte,Total,Privada,60.6,76.7,90.5
23,2018,Norte,Total,Pública,66.6,77.2,95.9
24,2018,Norte,Urbana,Total,71.8,87.8,97.0
25,2018,Norte,Urbana,Federal,91.7,98.3,98.6
26,2018,Norte,Urbana,Estadual,80.0,96.2,97.9
27,2018,Norte,Urbana,Municipal,74.6,85.6,100.0
28,2018,Norte,Urbana,Privada,60.6,76.7,91.0
29,2018,Norte,Urbana,Pública,74.6,90.0,98.0
30,2018,Norte,Rural,Total,46.5,58.6,88.0
31,2018,Norte,Rural,Federal,,,98.1
32,2018,Norte,Rural,Estadual,14.5,65.2,87.9
33,2018,Norte,Rural,Municipal,46.7,57.1,
34,2018,Norte,Rural,Privada,55.0,74.7,77.9
35,2018,Norte,Rural,Pública,46.4,58.5,88.2
36,2018,Nordeste,Total,Total,54.4,71.6,90.1
37,2018,Nordeste,Total,Federal,97.4,95.6,96.0
38,2018,Nordeste,Total,Estadual,25.1,89.2,92.1
39,2018,Nordeste,Total,Municipal,60.8,73.1,69.6
40,2018,Nordeste,Total,Privada,37.1,58.4,81.0
41,2018,Nordeste,Total,Pública,60.6,75.1,92.3
42,2018,Nordeste,Urbana,Total,55.9,75.8,90.5
43,2018,Nordeste,Urbana,Federal,97.4,95.6,95.6
44,2018,Nordeste,Urbana,Estadual,52.1,93.2,92.9
45,2018,Nordeste,Urbana,Municipal,65.7,80.7,80.6
46,2018,Nordeste,Urbana,Privada,37.2,58.5,81.1
47,2018,Nordeste,Urbana,Pública,65.7,82.9,93.0
48,2018,Nordeste,Rural,Total,49.8,61.2,84.6
49,2018,Nordeste,Rural,Federal,,95.2,98.0
50,2018,Nordeste,Rural,Estadual,19.9,57.3,84.3
51,2018,Nordeste,Rural,Municipal,50.7,61.4,59.3
52,2018,Nordeste,Rural,Privada,32.4,51.0,74.4
53,2018,Nordeste,Rural,Pública,50.4,61.3,85.2
54,2018,Sudeste,Total,Total,75.4,90.2,96.3
55,2018,Sudeste,Total,Federal,84.1,96.9,99.0
56,2018,Sudeste,Total,Estadual,66.5,96.2,97.0
57,2018,Sudeste,Total,Municipal,82.4,90.3,97.9
58,2018,Sudeste,Total,Privada,62.8,81.9,93.7
59,2018,Sudeste,Total,Pública,82.4,92.8,97.1
60,2018,Sudeste,Urbana,Total,75.5,90.6,96.4
61,2018,Sudeste,Urbana,Federal,84.9,96.9,99.0
62,2018,Sudeste,Urbana,Estadual,85.8,96.5,97.2
63,2018,Sudeste,Urbana,Municipal,82.9,91.1,98.0
64,2018,Sudeste,Urbana,Privada,62.9,82.0,93.8
65,2018,Sudeste,Urbana,Pública,82.9,93.6,97.3
66,2018,Sudeste,Rural,Total,73.1,84.2,92.6
67,2018,Sudeste,Rural,Federal,75.0,,98.6
68,2018,Sudeste,Rural,Estadual,17.6,88.4,93.0
69,2018,Sudeste,Rural,Municipal,75.0,83.5,96.7
70,2018,Sudeste,Rural,Privada,49.2,70.1,79.1
71,2018,Sudeste,Rural,Pública,74.4,84.6,93.6
72,2018,Sul,Total,Total,72.4,91.5,95.2
73,2018,Sul,Total,Federal,78.7,100.0,99.0
74,2018,Sul,Total,Estadual,47.9,94.4,95.3
75,2018,Sul,Total,Municipal,81.2,90.7,97.5
76,2018,Sul,Total,Privada,46.4,85.1,94.1
77,2018,Sul,Total,Pública,81.0,92.5,95.5
78,2018,Sul,Urbana,Total,72.1,92.0,95.3
79,2018,Sul,Urbana,Federal,78.7,100.0,99.0
80,2018,Sul,Urbana,Estadual,72.3,95.0,95.4
81,2018,Sul,Urbana,Municipal,81.4,91.7,98.1
82,2018,Sul,Urbana,Privada,46.4,85.2,94.0
83,2018,Sul,Urbana,Pública,81.4,93.3,95.6
84,2018,Sul,Rural,Total,77.0,87.6,94.4
85,2018,Sul,Rural,Federal,,,98.6
86,2018,Sul,Rural,Estadual,36.8,90.5,93.8
87,2018,Sul,Rural,Municipal,78.9,85.9,96.1
88,2018,Sul,Rural,Privada,47.9,78.1,96.7
89,2018,Sul,Rural,Pública,77.4,87.7,94.3
90,2018,Centro-Oeste,Total,Total,83.3,89.9,92.4
91,2018,Centro-Oeste,Total,Federal,72.2,99.0,98.3
92,2018,Centro-Oeste,Total,Estadual,93.6,92.4,92.7
93,2018,Centro-Oeste,Total,Municipal,88.0,91.3,92.1
94,2018,Centro-Oeste,Total,Privada,69.7,82.0,89.7
95,2018,Centro-Oeste,Total,Pública,88.4,91.9,93.2
96,2018,Centro-Oeste,Urbana,Total,83.9,91.3,92.9
97,2018,Centro-Oeste,Urbana,Federal,72.2,99.0,98.2
98,2018,Centro-Oeste,Urbana,Estadual,93.7,93.3,93.5
99,2018,Centro-Oeste,Urbana,Municipal,89.2,94.9,90.9
100,2018,Centro-Oeste,Urbana,Privada,69.8,82.0,89.8
101,2018,Centro-Oeste,Urbana,Pública,89.6,94.1,93.8
102,2018,Centro-Oeste,Rural,Total,72.6,77.9,88.3
103,2018,Centro-Oeste,Rural,Federal,,,98.3
104,2018,Centro-Oeste,Rural,Estadual,91.6,83.7,86.9
105,2018,Centro-Oeste,Rural,Municipal,71.7,74.4,93.2
106,2018,Centro-Oeste,Rural,Privada,50.0,78.4,78.9
107,2018,Centro-Oeste,Rural,Pública,73.0,77.9,88.5
108,2018,Rondônia,Total,Total,86.5,91.2,96.9
109,2018,Rondônia,Total,Federal,,,98.9
110,2018,Rondônia,Total,Estadual,100.0,92.8,97.2
111,2018,Rondônia,Total,Municipal,90.6,91.9,
112,2018,Rondônia,Total,Privada,68.7,82.6,92.6
113,2018,Rondônia,Total,Pública,90.6,92.3,97.3
114,2018,Rondônia,Urbana,Total,86.7,93.8,97.3
115,2018,Rondônia,Urbana,Federal,,,98.4
116,2018,Rondônia,Urbana,Estadual,100.0,97.9,97.8
117,2018,Rondônia,Urbana,Municipal,91.5,93.2,
118,2018,Rondônia,Urbana,Privada,68.4,82.4,93.0
119,2018,Rondônia,Urbana,Pública,91.5,95.8,97.9
120,2018,Rondônia,Rural,Total,85.3,83.4,94.8
121,2018,Rondônia,Rural,Federal,,,100.0
122,2018,Rondônia,Rural,Estadual,,61.2,94.4
123,2018,Rondônia,Rural,Municipal,85.3,90.0,
124,2018,Rondônia,Rural,Privada,85.7,86.4,89.6
125,2018,Rondônia,Rural,Pública,85.3,83.3,95.1
126,2018,Acre,Total,Total,64.7,70.7,86.7
127,2018,Acre,Total,Federal,0.0,96.2,97.9
128,2018,Acre,Total,Estadual,2.4,77.3,85.4
129,2018,Acre,Total,Municipal,66.4,58.4,
130,2018,Acre,Total,Privada,60.1,82.5,91.8
131,2018,Acre,Total,Pública,65.0,70.0,86.4
132,2018,Acre,Urbana,Total,80.6,90.7,93.9
133,2018,Acre,Urbana,Federal,0.0,96.2,97.9
134,2018,Acre,Urbana,Estadual,,94.6,93.5
135,2018,Acre,Urbana,Municipal,82.8,85.1,
136,2018,Acre,Urbana,Privada,60.1,82.5,91.8
137,2018,Acre,Urbana,Pública,82.8,91.6,94.1
138,2018,Acre,Rural,Total,23.8,44.6,70.5
139,2018,Acre,Rural,Estadual,2.4,50.9,70.5
140,2018,Acre,Rural,Municipal,25.4,37.6,
141,2018,Acre,Rural,Pública,23.8,44.6,70.5
142,2018,Amazonas,Total,Total,68.2,77.7,97.8
143,2018,Amazonas,Total,Federal,,100.0,98.5
144,2018,Amazonas,Total,Estadual,,96.8,98.3
145,2018,Amazonas,Total,Municipal,68.9,67.1,
146,2018,Amazonas,Total,Privada,64.4,76.4,89.9
147,2018,Amazonas,Total,Pública,68.9,77.8,98.3
148,2018,Amazonas,Urbana,Total,75.5,92.3,98.6
149,2018,Amazonas,Urbana,Federal,,100.0,98.7
150,2018,Amazonas,Urbana,Estadual,,98.9,99.5
151,2018,Amazonas,Urbana,Municipal,78.1,90.4,
152,2018,Amazonas,Urbana,Privada,64.4,76.4,90.2
153,2018,Amazonas,Urbana,Pública,78.1,94.6,99.4
154,2018,Amazonas,Rural,Total,42.9,52.2,96.1
155,2018,Amazonas,Rural,Federal,,,94.9
156,2018,Amazonas,Rural,Estadual,,87.2,96.1
157,2018,Amazonas,Rural,Municipal,42.8,45.6,
158,2018,Amazonas,Rural,Privada,75.0,75.0,72.7
159,2018,Amazonas,Rural,Pública,42.8,52.1,96.1
160,2018,Roraima,Total,Total,69.4,67.6,76.5
161,2018,Roraima,Total,Federal,,97.3,98.2
162,2018,Roraima,Total,Estadual,,60.3,73.1
163,2018,Roraima,Total,Municipal,72.0,75.4,
164,2018,Roraima,Total,Privada,54.4,73.7,87.7
165,2018,Roraima,Total,Pública,72.0,67.1,75.7
166,2018,Roraima,Urbana,Total,78.4,84.9,94.4
167,2018,Roraima,Urbana,Federal,,97.3,100.0
168,2018,Roraima,Urbana,Estadual,,89.8,93.9
169,2018,Roraima,Urbana,Municipal,84.2,83.6,
170,2018,Roraima,Urbana,Privada,54.4,73.7,92.0
171,2018,Roraima,Urbana,Pública,84.2,86.6,94.7
172,2018,Roraima,Rural,Total,43.6,42.0,52.8
173,2018,Roraima,Rural,Federal,,,94.7
174,2018,Roraima,Rural,Estadual,,35.4,49.6
175,2018,Roraima,Rural,Municipal,43.6,57.1,
176,2018,Roraima,Rural,Privada,,,12.5
177,2018,Roraima,Rural,Pública,43.6,42.0,53.1
178,2018,Pará,Total,Total,62.0,75.4,96.3
179,2018,Pará,Total,Federal,100.0,98.3,98.5
180,2018,Pará,Total,Estadual,47.4,96.0,97.5
181,2018,Pará,Total,Municipal,62.7,71.7,100.0
182,2018,Pará,Total,Privada,58.2,75.9,90.7
183,2018,Pará,Total,Pública,62.7,75.3,97.6
184,2018,Pará,Urbana,Total,68.1,85.5,96.8
185,2018,Pará,Urbana,Federal,100.0,98.3,98.6
186,2018,Pará,Urbana,Estadual,,96.9,98.0
187,2018,Pará,Urbana,Municipal,71.0,84.8,100.0
188,2018,Pará,Urbana,Privada,58.3,76.2,91.3
189,2018,Pará,Urbana,Pública,71.0,87.9,98.0
190,2018,Pará,Rural,Total,48.0,61.0,91.1
191,2018,Pará,Rural,Federal,,,96.7
192,2018,Pará,Rural,Estadual,47.4,89.0,92.6
193,2018,Pará,Rural,Municipal,48.0,60.1,
194,2018,Pará,Rural,Privada,48.1,57.1,63.0
195,2018,Pará,Rural,Pública,48.0,61.1,92.7
196,2018,Amapá,Total,Total,51.6,72.2,96.3
197,2018,Amapá,Total,Federal,,,98.6
198,2018,Amapá,Total,Estadual,8.7,80.4,96.5
199,2018,Amapá,Total,Municipal,50.0,53.7,
200,2018,Amapá,Total,Privada,60.2,80.6,94.2
201,2018,Amapá,Total,Pública,49.1,71.1,96.7
202,2018,Amapá,Urbana,Total,55.9,77.0,96.6
203,2018,Amapá,Urbana,Federal,,,98.6
204,2018,Amapá,Urbana,Estadual,,86.5,96.7
205,2018,Amapá,Urbana,Municipal,54.1,59.2,
206,2018,Amapá,Urbana,Privada,60.2,80.2,94.6
207,2018,Amapá,Urbana,Pública,54.1,76.4,96.9
208,2018,Amapá,Rural,Total,37.1,61.1,95.1
209,2018,Amapá,Rural,Estadual,8.7,69.4,95.5
210,2018,Amapá,Rural,Municipal,39.4,40.1,
211,2018,Amapá,Rural,Privada,,91.2,92.0
212,2018,Amapá,Rural,Pública,37.1,60.6,95.5
213,2018,Tocantins,Total,Total,66.1,82.3,94.1
214,2018,Tocantins,Total,Federal,,,98.8
215,2018,Tocantins,Total,Estadual,0.0,91.2,94.6
216,2018,Tocantins,Total,Municipal,67.2,77.6,
217,2018,Tocantins,Total,Privada,60.4,73.1,85.4
218,2018,Tocantins,Total,Pública,67.1,83.4,95.0
219,2018,Tocantins,Urbana,Total,67.1,87.3,96.2
220,2018,Tocantins,Urbana,Federal,,,98.4
221,2018,Tocantins,Urbana,Estadual,0.0,96.5,97.5
222,2018,Tocantins,Urbana,Municipal,68.4,83.5,
223,2018,Tocantins,Urbana,Privada,60.6,72.7,85.1
224,2018,Tocantins,Urbana,Pública,68.4,89.5,97.6
225,2018,Tocantins,Rural,Total,54.8,62.7,81.8
226,2018,Tocantins,Rural,Federal,,,100.0
227,2018,Tocantins,Rural,Estadual,,64.7,78.4
228,2018,Tocantins,Rural,Municipal,55.1,61.1,
229,2018,Tocantins,Rural,Privada,0.0,89.7,91.3
230,2018,Tocantins,Rural,Pública,55.1,62.3,81.5
231,2018,Maranhão,Total,Total,41.1,59.6,92.1
232,2018,Maranhão,Total,Federal,,98.1,96.1
233,2018,Maranhão,Total,Estadual,,72.1,94.0
234,2018,Maranhão,Total,Municipal,42.6,59.5,72.5
235,2018,Maranhão,Total,Privada,35.1,56.3,78.2
236,2018,Maranhão,Total,Pública,42.6,60.0,94.0
237,2018,Maranhão,Urbana,Total,46.6,70.5,93.5
238,2018,Maranhão,Urbana,Federal,,100.0,95.9
239,2018,Maranhão,Urbana,Estadual,,95.0,95.8
240,2018,Maranhão,Urbana,Municipal,50.3,72.6,73.5
241,2018,Maranhão,Urbana,Privada,36.0,56.9,78.6
242,2018,Maranhão,Urbana,Pública,50.3,73.7,95.6
243,2018,Maranhão,Rural,Total,31.3,45.9,86.1
244,2018,Maranhão,Rural,Federal,,95.2,97.0
245,2018,Maranhão,Rural,Estadual,,32.3,86.4
246,2018,Maranhão,Rural,Municipal,31.4,46.2,70.9
247,2018,Maranhão,Rural,Privada,30.6,48.0,75.3
248,2018,Maranhão,Rural,Pública,31.4,45.8,86.9
249,2018,Piauí,Total,Total,58.4,77.4,87.5
250,2018,Piauí,Total,Federal,,,98.7
251,2018,Piauí,Total,Estadual,,87.6,86.3
252,2018,Piauí,Total,Municipal,59.1,76.8,73.9
253,2018,Piauí,Total,Privada,54.3,72.3,88.3
254,2018,Piauí,Total,Pública,59.1,78.4,87.3
255,2018,Piauí,Urbana,Total,59.8,81.7,87.7
256,2018,Piauí,Urbana,Federal,,,99.0
257,2018,Piauí,Urbana,Estadual,,87.7,86.6
258,2018,Piauí,Urbana,Municipal,61.5,83.6,73.9
259,2018,Piauí,Urbana,Privada,54.3,72.3,88.4
260,2018,Piauí,Urbana,Pública,61.5,84.5,87.5
261,2018,Piauí,Rural,Total,54.7,67.5,84.7
262,2018,Piauí,Rural,Federal,,,95.7
263,2018,Piauí,Rural,Estadual,,78.9,83.6
264,2018,Piauí,Rural,Municipal,54.7,67.4,
265,2018,Piauí,Rural,Privada,,80.0,73.3
266,2018,Piauí,Rural,Pública,54.7,67.5,84.9
267,2018,Ceará,Total,Total,65.0,78.1,88.5
268,2018,Ceará,Total,Federal,100.0,91.8,97.9
269,2018,Ceará,Total,Estadual,40.8,79.8,89.9
270,2018,Ceará,Total,Municipal,71.7,82.7,
271,2018,Ceará,Total,Privada,43.0,63.0,81.5
272,2018,Ceará,Total,Pública,71.4,82.6,90.3
273,2018,Ceará,Urbana,Total,66.2,79.5,88.7
274,2018,Ceará,Urbana,Federal,100.0,91.8,97.9
275,2018,Ceará,Urbana,Estadual,54.3,88.3,90.3
276,2018,Ceará,Urbana,Municipal,76.0,86.8,
277,2018,Ceará,Urbana,Privada,42.9,63.0,81.4
278,2018,Ceará,Urbana,Pública,76.0,86.8,90.6
279,2018,Ceará,Rural,Total,61.4,74.1,84.9
280,2018,Ceará,Rural,Federal,,,97.9
281,2018,Ceará,Rural,Estadual,36.9,46.1,83.8
282,2018,Ceará,Rural,Municipal,62.0,74.8,
283,2018,Ceará,Rural,Privada,46.7,51.7,86.2
284,2018,Ceará,Rural,Pública,61.5,74.1,84.9
285,2018,Rio Grande do Norte,Total,Total,66.4,81.5,92.4
286,2018,Rio Grande do Norte,Total,Federal,100.0,84.2,100.0
287,2018,Rio Grande do Norte,Total,Estadual,,93.4,95.0
288,2018,Rio Grande do Norte,Total,Municipal,74.0,85.0,
289,2018,Rio Grande do Norte,Total,Privada,45.7,63.6,81.2
290,2018,Rio Grande do Norte,Total,Pública,74.1,87.4,96.1
291,2018,Rio Grande do Norte,Urbana,Total,67.2,82.5,92.2
292,2018,Rio Grande do Norte,Urbana,Federal,100.0,84.2,100.0
293,2018,Rio Grande do Norte,Urbana,Estadual,,93.4,95.0
294,2018,Rio Grande do Norte,Urbana,Municipal,77.8,89.1,
295,2018,Rio Grande do Norte,Urbana,Privada,45.7,63.7,81.1
296,2018,Rio Grande do Norte,Urbana,Pública,77.9,90.6,96.0
297,2018,Rio Grande do Norte,Rural,Total,63.4,77.1,97.5
298,2018,Rio Grande do Norte,Rural,Federal,,,100.0
299,2018,Rio Grande do Norte,Rural,Estadual,,93.4,95.3
300,2018,Rio Grande do Norte,Rural,Municipal,63.9,76.2,
301,2018,Rio Grande do Norte,Rural,Privada,45.0,55.0,88.9
302,2018,Rio Grande do Norte,Rural,Pública,63.9,77.4,97.7
303,2018,Paraíba,Total,Total,55.5,77.1,89.8
304,2018,Paraíba,Total,Federal,94.4,100.0,98.3
305,2018,Paraíba,Total,Estadual,57.1,88.6,91.6
306,2018,Paraíba,Total,Municipal,65.3,80.8,89.6
307,2018,Paraíba,Total,Privada,32.2,57.2,81.1
308,2018,Paraíba,Total,Pública,65.4,82.9,92.1
309,2018,Paraíba,Urbana,Total,54.5,78.4,89.9
310,2018,Paraíba,Urbana,Federal,94.4,100.0,98.2
311,2018,Paraíba,Urbana,Estadual,100.0,89.5,91.9
312,2018,Paraíba,Urbana,Municipal,66.9,85.0,89.6
313,2018,Paraíba,Urbana,Privada,32.3,57.4,81.1
314,2018,Paraíba,Urbana,Pública,67.0,86.5,92.4
315,2018,Paraíba,Rural,Total,59.8,71.9,87.1
316,2018,Paraíba,Rural,Federal,,,100.0
317,2018,Paraíba,Rural,Estadual,53.8,80.1,86.0
318,2018,Paraíba,Rural,Municipal,60.4,71.2,
319,2018,Paraíba,Rural,Privada,6.3,29.7,
320,2018,Paraíba,Rural,Pública,60.4,72.1,87.1
321,2018,Pernambuco,Total,Total,48.4,69.0,92.2
322,2018,Pernambuco,Total,Federal,,96.7,98.3
323,2018,Pernambuco,Total,Estadual,13.5,85.8,94.9
324,2018,Pernambuco,Total,Municipal,60.6,73.1,72.2
325,2018,Pernambuco,Total,Privada,32.5,54.0,82.1
326,2018,Pernambuco,Total,Pública,59.9,75.3,95.1
327,2018,Pernambuco,Urbana,Total,48.5,71.2,93.1
328,2018,Pernambuco,Urbana,Federal,,96.7,98.5
329,2018,Pernambuco,Urbana,Estadual,68.2,95.6,96.6
330,2018,Pernambuco,Urbana,Municipal,64.3,77.8,77.8
331,2018,Pernambuco,Urbana,Privada,32.5,54.1,82.1
332,2018,Pernambuco,Urbana,Pública,64.3,81.3,96.7
333,2018,Pernambuco,Rural,Total,47.6,60.8,81.0
334,2018,Pernambuco,Rural,Federal,,,97.7
335,2018,Pernambuco,Rural,Estadual,5.0,44.4,77.9
336,2018,Pernambuco,Rural,Municipal,50.6,63.0,70.4
337,2018,Pernambuco,Rural,Privada,34.4,47.9,82.8
338,2018,Pernambuco,Rural,Pública,48.6,61.0,81.0
339,2018,Alagoas,Total,Total,48.3,68.3,85.8
340,2018,Alagoas,Total,Federal,,,98.4
341,2018,Alagoas,Total,Estadual,25.0,91.7,93.0
342,2018,Alagoas,Total,Municipal,55.0,71.4,
343,2018,Alagoas,Total,Privada,29.5,48.8,64.3
344,2018,Alagoas,Total,Pública,54.8,74.5,93.7
345,2018,Alagoas,Urbana,Total,48.5,70.1,85.7
346,2018,Alagoas,Urbana,Federal,,,98.4
347,2018,Alagoas,Urbana,Estadual,0.0,93.2,93.4
348,2018,Alagoas,Urbana,Municipal,59.2,76.9,
349,2018,Alagoas,Urbana,Privada,29.6,48.8,64.5
350,2018,Alagoas,Urbana,Pública,59.1,80.3,94.0
351,2018,Alagoas,Rural,Total,47.6,62.7,87.3
352,2018,Alagoas,Rural,Estadual,26.9,75.3,88.7
353,2018,Alagoas,Rural,Municipal,48.3,62.3,
354,2018,Alagoas,Rural,Privada,23.8,48.3,30.0
355,2018,Alagoas,Rural,Pública,48.1,62.8,88.7
356,2018,Sergipe,Total,Total,64.7,85.7,95.9
357,2018,Sergipe,Total,Federal,,96.4,98.3
358,2018,Sergipe,Total,Estadual,,97.8,98.9
359,2018,Sergipe,Total,Municipal,71.8,86.4,
360,2018,Sergipe,Total,Privada,49.5,73.0,88.7
361,2018,Sergipe,Total,Pública,71.8,90.0,98.9
362,2018,Sergipe,Urbana,Total,64.4,87.1,95.7
