,year,region,location,adm,elem_1,elem_2,elem_3,elem_4,elem_5,prim_1,prim_2,prim_3,prim_4,prim_5,sec_1,sec_2,sec_3,sec_4,sec_5
110,2019,Rondônia,Rural,Total,76.7,2.1,10.7,1.8,8.7,50.5,2.0,25.5,4.0,18.0,50.9,3.7,34.4,9.1,1.9
111,2019,Rondônia,Total,Federal,,,,,,,,,,,79.8,9.0,5.1,6.1,0.0
112,2019,Rondônia,Urbana,Federal,,,,,,,,,,,81.6,9.1,5.1,4.2,0.0
113,2019,Rondônia,Rural,Federal,,,,,,,,,,,75.7,8.7,5.0,10.6,0.0
114,2019,Rondônia,Total,Estadual,100.0,0.0,0.0,0.0,0.0,59.3,3.2,24.8,4.4,8.3,61.1,3.2,30.7,4.5,0.5
115,2019,Rondônia,Urbana,Estadual,100.0,0.0,0.0,0.0,0.0,65.3,3.5,26.0,4.1,1.1,62.4,3.2,29.8,4.3,0.3
116,2019,Rondônia,Rural,Estadual,,,,,,18.7,1.4,16.7,6.8,56.4,46.8,3.1,40.6,7.0,2.5
117,2019,Rondônia,Total,Municipal,80.2,2.8,9.7,1.4,5.9,71.9,2.9,17.7,2.1,5.4,,,,,
118,2019,Rondônia,Urbana,Municipal,80.6,2.9,9.7,1.4,5.4,77.9,3.2,12.0,1.8,5.1,,,,,
119,2019,Rondônia,Rural,Municipal,77.6,2.2,9.6,1.9,8.7,60.3,2.3,28.8,2.9,5.7,,,,,
120,2019,Rondônia,Total,Privada,52.3,1.4,26.8,6.8,12.7,71.2,3.7,12.2,4.9,8.0,60.6,3.7,24.6,10.6,0.5
121,2019,Rondônia,Urbana,Privada,52.5,1.4,26.5,6.8,12.8,71.3,3.9,12.1,4.7,8.0,63.0,4.2,23.9,8.3,0.6
122,2019,Rondônia,Rural,Privada,0.0,0.0,100.0,0.0,0.0,70.1,0.2,14.5,8.1,7.1,49.2,1.7,27.9,21.2,0.0
123,2019,Rondônia,Total,Pública,80.2,2.8,9.7,1.4,5.9,66.1,3.0,21.0,3.2,6.7,62.0,3.4,29.5,4.6,0.5
124,2019,Rondônia,Urbana,Pública,80.6,2.9,9.7,1.4,5.4,71.2,3.3,19.5,3.0,3.0,63.1,3.4,28.9,4.3,0.3
125,2019,Rondônia,Rural,Pública,77.6,2.2,9.6,1.9,8.7,49.9,2.1,25.8,3.9,18.3,51.1,3.9,35.3,7.5,2.2
126,2019,Acre,Total,Total,56.2,0.9,13.5,2.9,26.5,47.3,1.4,23.8,3.3,24.2,48.7,2.3,35.1,4.8,9.1
127,2019,Acre,Urbana,Total,68.7,0.9,16.1,3.7,10.6,72.4,2.2,17.7,4.2,3.5,64.3,3.4,25.5,5.3,1.5
128,2019,Acre,Rural,Total,21.6,0.8,6.4,0.8,70.4,18.8,0.5,30.8,2.3,47.6,19.4,0.4,53.3,4.0,22.9
129,2019,Acre,Total,Federal,100.0,0.0,0.0,0.0,0.0,89.3,10.7,0.0,0.0,0.0,79.2,14.2,4.1,2.5,0.0
130,2019,Acre,Urbana,Federal,100.0,0.0,0.0,0.0,0.0,89.3,10.7,0.0,0.0,0.0,79.2,14.2,4.1,2.5,0.0
131,2019,Acre,Total,Estadual,8.1,0.0,0.0,0.0,91.9,52.9,1.4,23.7,3.7,18.3,47.1,1.8,36.8,4.8,9.5
132,2019,Acre,Urbana,Estadual,,,,,,76.6,2.1,15.6,4.5,1.2,63.5,2.6,27.0,5.3,1.6
133,2019,Acre,Rural,Estadual,8.1,0.0,0.0,0.0,91.9,22.9,0.6,34.0,2.7,39.8,19.4,0.4,53.3,4.0,22.9
134,2019,Acre,Total,Municipal,61.0,1.0,10.0,1.7,26.3,36.9,0.8,25.2,2.7,34.4,,,,,
135,2019,Acre,Urbana,Municipal,77.0,1.1,11.3,2.0,8.6,66.7,1.5,22.6,3.7,5.5,,,,,
136,2019,Acre,Rural,Municipal,22.4,0.8,6.8,0.8,69.2,14.3,0.4,27.2,1.9,56.2,,,,,
137,2019,Acre,Total,Privada,29.2,0.3,38.7,11.7,20.1,64.9,4.9,15.0,4.3,10.9,63.7,5.9,18.6,6.4,5.4
138,2019,Acre,Urbana,Privada,29.2,0.3,38.7,11.7,20.1,64.9,4.9,15.0,4.3,10.9,63.7,5.9,18.6,6.4,5.4
139,2019,Acre,Total,Pública,60.1,1.0,9.8,1.6,27.5,46.4,1.2,24.3,3.3,24.8,48.2,2.2,35.7,4.8,9.1
140,2019,Acre,Urbana,Pública,77.0,1.1,11.3,2.0,8.6,73.2,1.9,18.0,4.2,2.7,64.3,3.2,25.9,5.2,1.4
141,2019,Acre,Rural,Pública,21.6,0.8,6.4,0.8,70.4,18.8,0.5,30.8,2.3,47.6,19.4,0.4,53.3,4.0,22.9
142,2019,Amazonas,Total,Total,61.6,0.9,11.9,4.4,21.2,52.8,0.8,23.6,3.2,19.6,70.6,0.5,25.4,2.3,1.2
143,2019,Amazonas,Urbana,Total,66.9,1.1,12.4,4.8,14.8,71.3,1.2,19.8,2.8,4.9,69.6,0.8,27.2,1.9,0.5
144,2019,Amazonas,Rural,Total,38.3,0.1,9.6,2.9,49.1,22.6,0.2,29.9,3.8,43.5,72.8,0.0,21.5,2.9,2.8
145,2019,Amazonas,Total,Federal,,,,,,77.0,11.8,7.9,3.3,0.0,63.6,8.7,9.0,18.5,0.2
146,2019,Amazonas,Urbana,Federal,,,,,,77.0,11.8,7.9,3.3,0.0,62.8,9.0,9.1,19.0,0.1
147,2019,Amazonas,Rural,Federal,,,,,,,,,,,88.6,0.0,7.1,4.3,0.0
148,2019,Amazonas,Total,Estadual,60.0,0.0,20.0,20.0,0.0,70.1,0.3,25.6,1.0,3.0,70.9,0.2,26.2,1.5,1.2
149,2019,Amazonas,Urbana,Estadual,60.0,0.0,20.0,20.0,0.0,73.2,0.3,24.8,0.7,1.0,69.9,0.3,28.7,0.7,0.4
150,2019,Amazonas,Rural,Estadual,,,,,,45.7,0.1,31.7,3.0,19.5,72.8,0.0,21.5,2.9,2.8
151,2019,Amazonas,Total,Municipal,65.4,0.7,8.9,3.6,21.4,44.8,0.6,24.5,3.7,26.4,,,,,
152,2019,Amazonas,Urbana,Municipal,73.5,0.8,8.8,3.8,13.1,71.9,1.0,18.7,3.5,4.9,,,,,
153,2019,Amazonas,Rural,Municipal,38.4,0.1,9.2,2.9,49.4,20.7,0.2,29.7,3.9,45.5,,,,,
154,2019,Amazonas,Total,Privada,46.9,1.8,23.6,7.6,20.1,64.2,4.3,10.7,5.6,15.2,68.0,2.3,17.4,9.1,3.2
155,2019,Amazonas,Urbana,Privada,47.0,1.8,23.4,7.6,20.2,64.4,4.3,10.4,5.7,15.2,68.4,2.4,17.0,9.2,3.0
156,2019,Amazonas,Rural,Privada,28.6,0.0,50.0,0.0,21.4,43.5,0.0,44.9,0.0,11.6,44.4,0.0,40.7,0.0,14.9
157,2019,Amazonas,Total,Pública,65.4,0.7,8.9,3.6,21.4,51.7,0.5,24.8,2.9,20.1,70.7,0.4,25.7,2.0,1.2
158,2019,Amazonas,Urbana,Pública,73.5,0.8,8.8,3.8,13.1,72.4,0.7,21.2,2.3,3.4,69.7,0.7,27.9,1.5,0.2
159,2019,Amazonas,Rural,Pública,38.4,0.1,9.2,2.9,49.4,22.5,0.2,29.9,3.8,43.6,72.9,0.0,21.4,2.9,2.8
160,2019,Roraima,Total,Total,56.6,1.6,22.9,2.4,16.5,51.5,1.6,18.8,5.8,22.3,51.4,1.0,25.7,8.3,13.6
161,2019,Roraima,Urbana,Total,61.5,1.3,26.2,1.5,9.5,67.4,1.9,18.8,4.6,7.3,63.3,1.1,27.3,5.5,2.8
162,2019,Roraima,Rural,Total,34.5,3.1,8.1,6.2,48.1,26.5,1.0,18.8,7.8,45.9,28.7,0.9,22.7,13.7,34.0
163,2019,Roraima,Total,Federal,,,,,,87.9,5.6,3.7,2.8,0.0,76.5,5.8,7.4,5.5,4.8
164,2019,Roraima,Urbana,Federal,,,,,,87.9,5.6,3.7,2.8,0.0,80.0,3.7,6.7,5.6,4.0
165,2019,Roraima,Rural,Federal,,,,,,,,,,,69.1,10.1,8.7,5.3,6.8
166,2019,Roraima,Total,Estadual,,,,,,36.3,0.9,24.4,8.7,29.7,49.5,0.5,27.2,8.0,14.8
167,2019,Roraima,Urbana,Estadual,,,,,,53.6,1.3,33.5,7.1,4.5,62.3,0.6,29.2,5.0,2.9
168,2019,Roraima,Rural,Estadual,,,,,,19.1,0.4,15.3,10.4,54.8,26.9,0.4,23.6,13.3,35.8
169,2019,Roraima,Total,Municipal,57.9,1.8,22.1,2.6,15.6,66.6,2.5,14.0,2.2,14.7,,,,,
170,2019,Roraima,Urbana,Municipal,64.8,1.5,26.3,1.6,5.8,79.4,2.7,8.3,1.8,7.8,,,,,
171,2019,Roraima,Rural,Municipal,34.5,3.1,8.1,6.2,48.1,40.8,2.0,25.6,2.8,28.8,,,,,
172,2019,Roraima,Total,Privada,51.5,0.7,25.9,1.3,20.6,70.5,1.3,8.6,5.9,13.7,58.8,4.7,17.9,15.5,3.1
173,2019,Roraima,Urbana,Privada,51.5,0.7,25.9,1.3,20.6,70.5,1.3,8.6,5.9,13.7,63.7,5.2,18.7,10.5,1.9
174,2019,Roraima,Rural,Privada,,,,,,,,,,,7.1,0.0,8.9,67.9,16.1
175,2019,Roraima,Total,Pública,57.9,1.8,22.1,2.6,15.6,49.7,1.6,19.8,5.8,23.1,51.0,0.8,26.1,7.9,14.2
176,2019,Roraima,Urbana,Pública,64.8,1.5,26.3,1.6,5.8,66.9,2.0,20.5,4.4,6.2,63.3,0.8,27.9,5.1,2.9
177,2019,Roraima,Rural,Pública,34.5,3.1,8.1,6.2,48.1,26.5,1.0,18.8,7.8,45.9,29.0,0.9,22.8,12.9,34.4
178,2019,Pará,Total,Total,58.8,1.3,16.3,2.7,20.9,55.9,1.9,22.7,4.1,15.4,67.7,1.9,17.5,12.3,0.6
179,2019,Pará,Urbana,Total,61.9,1.4,17.6,2.9,16.2,69.6,2.8,14.8,4.8,8.0,69.6,2.0,16.7,11.1,0.6
180,2019,Pará,Rural,Total,49.5,0.9,12.4,1.9,35.3,36.9,0.6,33.7,3.1,25.7,52.1,0.9,23.9,21.5,1.6
181,2019,Pará,Total,Federal,29.2,0.0,37.5,33.3,0.0,74.1,8.7,3.9,12.8,0.5,71.7,8.3,6.2,13.3,0.5
182,2019,Pará,Urbana,Federal,29.2,0.0,37.5,33.3,0.0,74.1,8.7,3.9,12.8,0.5,71.9,8.4,6.0,13.3,0.4
183,2019,Pará,Rural,Federal,,,,,,,,,,,65.3,6.7,13.3,14.7,0.0
184,2019,Pará,Total,Estadual,23.8,0.0,21.4,11.9,42.9,72.2,3.3,11.4,12.2,0.9,67.1,1.5,18.2,12.8,0.4
185,2019,Pará,Urbana,Estadual,,,,,,74.0,3.4,11.1,10.9,0.6,69.1,1.6,17.4,11.6,0.3
186,2019,Pará,Rural,Estadual,23.8,0.0,21.4,11.9,42.9,55.1,1.6,14.4,24.3,4.6,52.5,0.9,23.6,21.7,1.3
187,2019,Pará,Total,Municipal,63.1,1.0,13.8,2.0,20.1,52.9,1.4,25.9,2.9,16.9,91.2,0.0,8.8,0.0,0.0
188,2019,Pará,Urbana,Municipal,69.0,1.1,14.4,2.0,13.5,70.7,2.3,16.9,3.2,6.9,91.2,0.0,8.8,0.0,0.0
189,2019,Pará,Rural,Municipal,49.8,0.9,12.3,1.8,35.2,36.4,0.6,34.2,2.6,26.2,,,,,
190,2019,Pará,Total,Privada,41.4,2.2,26.7,5.4,24.3,62.3,4.1,11.0,4.8,17.8,71.7,3.4,14.7,7.8,2.4
191,2019,Pará,Urbana,Privada,41.5,2.2,26.8,5.4,24.1,62.5,4.1,10.9,4.8,17.7,72.6,3.4,14.1,7.6,2.3
192,2019,Pará,Rural,Privada,33.3,0.0,12.1,6.1,48.5,43.3,2.9,17.7,6.7,29.4,34.6,0.6,39.2,14.8,10.8
193,2019,Pará,Total,Pública,63.0,1.0,13.8,2.0,20.2,55.1,1.6,24.3,4.0,15.0,67.2,1.7,17.9,12.8,0.4
194,2019,Pará,Urbana,Pública,68.9,1.1,14.4,2.1,13.5,71.4,2.5,15.7,4.7,5.7,69.2,1.8,17.1,11.6,0.3
195,2019,Pará,Rural,Pública,49.6,0.9,12.4,1.9,35.2,36.9,0.6,33.8,3.1,25.6,52.5,0.9,23.5,21.7,1.4
196,2019,Amapá,Total,Total,45.0,0.5,20.8,3.1,30.6,59.1,2.3,15.9,4.1,18.6,80.6,4.3,10.0,4.1,1.0
197,2019,Amapá,Urbana,Total,47.0,0.6,22.7,3.3,26.4,66.3,2.6,14.4,3.6,13.1,80.9,4.6,9.6,4.1,0.8
198,2019,Amapá,Rural,Total,35.3,0.0,12.1,2.1,50.5,41.5,1.5,19.7,5.1,32.2,78.3,2.3,13.2,3.6,2.6
199,2019,Amapá,Total,Federal,,,,,,,,,,,67.5,12.8,5.7,14.0,0.0
200,2019,Amapá,Urbana,Federal,,,,,,,,,,,67.5,12.8,5.7,14.0,0.0
201,2019,Amapá,Total,Estadual,29.7,0.0,2.7,2.7,64.9,63.6,2.7,14.8,4.4,14.5,81.5,4.1,9.9,3.6,0.9
202,2019,Amapá,Urbana,Estadual,71.4,0.0,14.3,14.3,0.0,72.8,3.3,12.3,4.1,7.5,81.7,4.4,9.6,3.7,0.6
203,2019,Amapá,Rural,Estadual,20.0,0.0,0.0,0.0,80.0,46.6,1.5,19.5,5.1,27.3,79.8,2.0,12.4,3.4,2.4
204,2019,Amapá,Total,Municipal,48.5,0.6,15.0,2.8,33.1,49.1,1.8,19.2,4.1,25.8,,,,,
205,2019,Amapá,Urbana,Municipal,52.1,0.8,15.6,3.0,28.5,55.8,2.1,18.8,3.6,19.7,,,,,
206,2019,Amapá,Rural,Municipal,37.2,0.0,13.4,2.3,47.1,32.9,1.3,20.1,5.2,40.5,,,,,
207,2019,Amapá,Total,Privada,38.7,0.2,33.9,3.6,23.6,73.5,1.9,9.9,2.3,12.4,78.7,2.6,12.8,3.3,2.6
208,2019,Amapá,Urbana,Privada,38.9,0.2,34.1,3.7,23.1,73.5,1.8,9.7,2.3,12.7,80.9,2.2,11.6,3.0,2.3
209,2019,Amapá,Rural,Privada,0.0,0.0,0.0,0.0,100.0,72.4,6.3,15.7,3.1,2.5,63.6,4.9,21.0,4.9,5.6
210,2019,Amapá,Total,Pública,48.0,0.6,14.7,2.8,33.9,57.2,2.3,16.7,4.3,19.5,80.8,4.5,9.7,4.1,0.9
211,2019,Amapá,Urbana,Pública,52.2,0.8,15.5,3.0,28.5,64.9,2.7,15.3,3.9,13.2,80.9,4.9,9.3,4.3,0.6
212,2019,Amapá,Rural,Pública,35.7,0.0,12.2,2.1,50.0,41.2,1.4,19.7,5.1,32.6,79.8,2.0,12.4,3.4,2.4
213,2019,Tocantins,Total,Total,52.9,1.3,14.6,6.1,25.1,52.4,1.3,25.8,6.2,14.3,48.5,1.4,41.3,5.7,3.1
214,2019,Tocantins,Urbana,Total,53.4,1.3,14.8,6.3,24.2,58.5,1.5,24.3,6.3,9.4,51.8,1.4,40.3,5.5,1.0
215,2019,Tocantins,Rural,Total,43.8,2.4,10.3,3.5,40.0,27.6,0.6,32.2,5.6,34.0,27.3,1.2,47.9,6.5,17.1
216,2019,Tocantins,Total,Federal,,,,,,,,,,,66.3,12.2,9.0,12.5,0.0
217,2019,Tocantins,Urbana,Federal,,,,,,,,,,,63.8,14.1,4.6,17.5,0.0
218,2019,Tocantins,Rural,Federal,,,,,,,,,,,72.4,7.5,20.1,0.0,0.0
219,2019,Tocantins,Total,Estadual,42.0,2.0,28.0,2.0,26.0,50.7,1.0,34.6,6.0,7.7,47.5,0.9,43.8,4.7,3.1
220,2019,Tocantins,Urbana,Estadual,42.0,2.0,28.0,2.0,26.0,55.9,1.0,35.9,5.2,2.0,51.3,0.9,42.8,4.3,0.7
221,2019,Tocantins,Rural,Estadual,,,,,,24.3,0.6,27.9,10.1,37.1,22.8,0.5,50.6,7.1,19.0
222,2019,Tocantins,Total,Municipal,55.5,1.4,11.9,5.6,25.6,52.8,1.2,23.0,6.0,17.0,,,,,
223,2019,Tocantins,Urbana,Municipal,56.3,1.4,12.0,5.7,24.6,61.1,1.4,19.2,6.7,11.6,,,,,
224,2019,Tocantins,Rural,Municipal,44.0,2.5,10.4,3.6,39.5,28.3,0.5,34.1,4.1,33.0,,,,,
225,2019,Tocantins,Total,Privada,42.4,0.8,25.1,8.4,23.3,54.7,2.8,15.8,7.2,19.5,52.7,2.3,24.3,14.9,5.8
226,2019,Tocantins,Urbana,Privada,42.5,0.8,25.1,8.4,23.2,54.7,2.8,16.0,7.3,19.2,52.3,2.1,24.0,15.5,6.1
227,2019,Tocantins,Rural,Privada,0.0,0.0,0.0,0.0,100.0,56.4,5.9,7.3,4.1,26.3,61.5,7.7,30.8,0.0,0.0
228,2019,Tocantins,Total,Pública,55.4,1.4,12.1,5.6,25.5,52.0,1.1,27.1,6.0,13.8,48.2,1.3,42.5,5.0,3.0
229,2019,Tocantins,Urbana,Pública,56.2,1.4,12.2,5.7,24.5,59.1,1.3,25.6,6.1,7.9,51.7,1.3,41.6,4.7,0.7
230,2019,Tocantins,Rural,Pública,44.0,2.5,10.4,3.6,39.5,27.2,0.5,32.5,5.6,34.2,26.7,1.0,48.2,6.6,17.5
231,2019,Maranhão,Total,Total,35.2,2.0,13.1,2.2,47.5,31.2,2.0,28.7,3.2,34.9,53.1,2.8,33.2,6.0,4.9
232,2019,Maranhão,Urbana,Total,38.2,2.4,15.1,2.7,41.6,40.2,2.7,28.9,4.0,24.2,56.1,3.0,31.2,6.1,3.6
233,2019,Maranhão,Rural,Total,28.9,1.2,9.0,1.2,59.7,20.5,1.1,28.3,2.3,47.8,39.1,1.9,42.9,5.3,10.8
234,2019,Maranhão,Total,Federal,,,,,,78.3,14.3,3.0,4.4,0.0,72.8,12.5,6.1,6.4,2.2
235,2019,Maranhão,Urbana,Federal,,,,,,79.5,12.6,0.8,7.1,0.0,74.1,10.8,5.6,7.3,2.2
236,2019,Maranhão,Rural,Federal,,,,,,76.3,17.1,6.6,0.0,0.0,68.3,18.3,7.6,3.4,2.4
237,2019,Maranhão,Total,Estadual,,,,,,28.6,2.0,23.3,4.6,41.5,53.2,2.3,34.7,5.5,4.3
238,2019,Maranhão,Urbana,Estadual,,,,,,54.4,4.4,30.1,8.2,2.9,56.4,2.5,32.6,5.6,2.9
239,2019,Maranhão,Rural,Estadual,,,,,,6.9,0.1,17.6,1.6,73.8,38.1,1.2,44.6,5.4,10.7
240,2019,Maranhão,Total,Municipal,35.1,2.0,13.1,1.9,47.9,29.8,1.7,30.5,3.2,34.8,17.1,0.0,63.4,0.8,18.7
241,2019,Maranhão,Urbana,Municipal,39.3,2.6,15.4,2.4,40.3,39.4,2.4,32.2,4.1,21.9,14.4,0.0,63.8,1.2,20.6
242,2019,Maranhão,Rural,Municipal,28.0,1.1,9.4,1.1,60.4,20.6,1.1,28.9,2.3,47.1,21.6,0.0,62.8,0.0,15.6
243,2019,Maranhão,Total,Privada,35.7,1.8,13.0,3.2,46.3,41.2,3.7,16.8,3.4,34.9,46.7,4.6,25.5,10.6,12.6
244,2019,Maranhão,Urbana,Privada,35.6,1.8,14.3,3.4,44.9,41.4,3.6,17.1,3.4,34.5,47.9,4.9,24.2,10.9,12.1
245,2019,Maranhão,Rural,Privada,36.2,2.2,5.7,2.1,53.8,38.1,5.0,11.2,2.9,42.8,35.9,1.5,37.1,7.7,17.8
246,2019,Maranhão,Total,Pública,35.1,2.0,13.1,1.9,47.9,29.8,1.7,30.3,3.2,35.0,53.7,2.6,33.9,5.6,4.2
247,2019,Maranhão,Urbana,Pública,39.3,2.6,15.4,2.4,40.3,39.8,2.5,32.2,4.2,21.3,56.8,2.8,31.8,5.6,3.0
248,2019,Maranhão,Rural,Pública,28.0,1.1,9.4,1.1,60.4,20.3,1.0,28.6,2.3,47.8,39.2,2.0,43.2,5.2,10.4
249,2019,Piauí,Total,Total,51.5,2.1,16.1,3.4,26.9,47.8,2.3,29.0,4.3,16.6,59.5,2.4,24.0,5.3,8.8
250,2019,Piauí,Urbana,Total,53.4,2.3,16.4,3.4,24.5,54.7,2.8,25.8,4.4,12.3,60.0,2.4,23.7,5.3,8.6
251,2019,Piauí,Rural,Total,45.6,1.5,15.5,3.3,34.1,33.9,1.3,35.4,4.1,25.3,51.4,1.8,28.7,4.5,13.6
252,2019,Piauí,Total,Federal,,,,,,,,,,,83.1,7.6,3.6,5.0,0.7
253,2019,Piauí,Urbana,Federal,,,,,,,,,,,83.2,8.3,3.2,4.8,0.5
254,2019,Piauí,Rural,Federal,,,,,,,,,,,82.0,1.0,7.3,7.8,1.9
255,2019,Piauí,Total,Estadual,,,,,,56.5,3.0,26.0,6.1,8.4,56.3,2.0,26.9,4.9,9.9
256,2019,Piauí,Urbana,Estadual,,,,,,56.9,2.9,25.8,6.0,8.4,56.8,2.0,26.6,4.9,9.7
257,2019,Piauí,Rural,Estadual,,,,,,31.0,4.8,39.9,14.3,10.0,49.2,1.8,30.1,4.3,14.6
258,2019,Piauí,Total,Municipal,54.5,2.1,14.3,2.6,26.5,46.0,1.9,31.3,4.0,16.8,27.8,0.0,24.6,3.2,44.4
259,2019,Piauí,Urbana,Municipal,58.4,2.3,13.8,2.3,23.2,54.9,2.3,28.3,3.9,10.6,27.2,0.0,25.4,1.8,45.6
260,2019,Piauí,Rural,Municipal,45.6,1.5,15.5,3.3,34.1,33.9,1.3,35.4,4.1,25.3,33.3,0.0,16.7,16.7,33.3
261,2019,Piauí,Total,Privada,38.5,2.4,24.0,6.8,28.3,53.1,4.0,19.1,5.1,18.7,70.7,3.3,13.7,7.6,4.7
262,2019,Piauí,Urbana,Privada,38.5,2.4,24.0,6.8,28.3,53.1,4.0,19.0,5.1,18.8,70.8,3.3,13.5,7.6,4.8
263,2019,Piauí,Rural,Privada,,,,,,61.1,0.0,38.9,0.0,0.0,59.0,0.0,41.0,0.0,0.0
264,2019,Piauí,Total,Pública,54.5,2.1,14.3,2.6,26.5,46.8,2.0,30.9,4.2,16.1,57.6,2.2,25.7,4.9,9.6
265,2019,Piauí,Urbana,Pública,58.4,2.3,13.8,2.3,23.2,55.2,2.4,28.0,4.2,10.2,58.0,2.3,25.5,4.9,9.3
266,2019,Piauí,Rural,Pública,45.6,1.5,15.5,3.3,34.1,33.9,1.3,35.4,4.1,25.3,51.3,1.8,28.6,4.6,13.7
267,2019,Ceará,Total,Total,52.9,3.7,15.2,6.3,21.9,37.8,2.6,41.2,7.5,10.9,65.7,2.1,24.9,4.9,2.4
268,2019,Ceará,Urbana,Total,54.3,3.7,13.0,7.4,21.6,37.8,2.6,41.0,8.1,10.5,66.2,2.1,24.5,4.8,2.4
269,2019,Ceará,Rural,Total,47.9,3.6,23.5,2.2,22.8,37.8,2.6,42.2,4.5,12.9,57.3,2.4,32.2,6.2,1.9
270,2019,Ceará,Total,Federal,80.0,0.0,0.0,20.0,0.0,88.4,3.7,0.0,6.7,1.2,60.4,12.0,8.1,17.1,2.4
271,2019,Ceará,Urbana,Federal,80.0,0.0,0.0,20.0,0.0,88.4,3.7,0.0,6.7,1.2,61.0,10.5,8.8,17.0,2.7
272,2019,Ceará,Rural,Federal,,,,,,,,,,,56.4,22.5,3.5,17.6,0.0
273,2019,Ceará,Total,Estadual,40.1,0.0,30.0,14.7,15.2,50.3,0.9,31.8,11.0,6.0,66.3,1.8,26.1,4.2,1.6
274,2019,Ceará,Urbana,Estadual,42.5,0.0,39.7,0.0,17.8,58.8,1.1,30.5,5.3,4.3,66.9,1.8,25.6,4.1,1.6
275,2019,Ceará,Rural,Estadual,38.9,0.0,25.0,22.2,13.9,28.4,0.4,35.4,25.6,10.2,57.5,1.7,33.0,5.8,2.0
276,2019,Ceará,Total,Municipal,56.6,4.2,17.2,6.3,15.7,35.5,2.3,46.8,8.1,7.3,,,,,
277,2019,Ceará,Urbana,Municipal,59.8,4.4,14.9,7.9,13.0,34.8,2.2,47.9,9.2,5.9,,,,,
278,2019,Ceará,Rural,Municipal,48.0,3.7,23.6,1.9,22.8,37.9,2.6,42.4,4.1,13.0,,,,,
279,2019,Ceará,Total,Privada,41.1,2.2,8.3,6.2,42.2,48.1,4.0,15.2,4.2,28.5,61.7,3.4,18.7,8.3,7.9
280,2019,Ceará,Urbana,Privada,41.0,2.2,8.3,6.3,42.2,48.1,4.0,15.1,4.2,28.6,61.8,3.4,18.5,8.3,8.0
281,2019,Ceará,Rural,Privada,57.5,0.0,12.3,0.0,30.2,49.0,0.0,20.4,4.2,26.4,37.5,0.0,53.6,8.9,0.0
282,2019,Ceará,Total,Pública,56.5,4.2,17.3,6.4,15.6,35.7,2.3,46.6,8.1,7.3,66.2,2.0,25.8,4.4,1.6
283,2019,Ceará,Urbana,Pública,59.7,4.4,14.9,7.9,13.1,35.1,2.2,47.7,9.1,5.9,66.8,1.9,25.4,4.2,1.7
284,2019,Ceará,Rural,Pública,47.8,3.6,23.6,2.3,22.7,37.7,2.6,42.3,4.5,12.9,57.5,2.4,32.0,6.2,1.9
285,2019,Rio Grande do Norte,Total,Total,63.8,4.3,7.3,2.2,22.4,61.7,6.1,16.5,3.6,12.1,75.4,4.6,13.4,4.2,2.4
286,2019,Rio Grande do Norte,Urbana,Total,63.4,4.1,8.1,2.4,22.0,65.9,6.1,13.1,3.5,11.4,75.5,4.7,13.3,4.3,2.2
287,2019,Rio Grande do Norte,Rural,Total,65.6,5.3,3.8,1.2,24.1,45.1,6.2,30.0,4.2,14.5,72.2,3.3,16.8,3.9,3.8
288,2019,Rio Grande do Norte,Total,Federal,60.7,7.1,32.2,0.0,0.0,72.1,19.0,4.1,0.0,4.8,73.3,10.9,5.4,10.4,0.0
289,2019,Rio Grande do Norte,Urbana,Federal,60.7,7.1,32.2,0.0,0.0,72.1,19.0,4.1,0.0,4.8,72.4,11.6,5.4,10.6,0.0
290,2019,Rio Grande do Norte,Rural,Federal,,,,,,,,,,,79.9,6.3,5.2,8.6,0.0
291,2019,Rio Grande do Norte,Total,Estadual,,,,,,79.3,3.8,10.5,2.6,3.8,77.5,4.0,13.5,3.2,1.8
292,2019,Rio Grande do Norte,Urbana,Estadual,,,,,,80.4,3.8,9.4,2.5,3.9,77.7,4.1,13.3,3.2,1.7
293,2019,Rio Grande do Norte,Rural,Estadual,,,,,,64.8,3.4,25.8,3.5,2.5,70.3,2.1,20.3,2.0,5.3
294,2019,Rio Grande do Norte,Total,Municipal,72.8,5.4,4.3,1.1,16.4,58.5,7.6,20.6,3.9,9.4,,,,,
295,2019,Rio Grande do Norte,Urbana,Municipal,75.2,5.4,4.6,1.0,13.8,65.8,8.2,15.6,3.7,6.7,,,,,
296,2019,Rio Grande do Norte,Rural,Municipal,65.9,5.4,3.5,1.3,23.9,43.6,6.5,30.6,4.3,15.0,,,,,
297,2019,Rio Grande do Norte,Total,Privada,47.7,2.4,12.6,4.3,33.0,57.2,4.3,11.6,3.7,23.2,66.3,5.2,16.0,6.9,5.6
298,2019,Rio Grande do Norte,Urbana,Privada,47.6,2.4,12.6,4.3,33.1,57.2,4.3,11.6,3.8,23.1,66.3,5.2,16.0,6.9,5.6
299,2019,Rio Grande do Norte,Rural,Privada,57.1,0.0,12.2,0.0,30.7,59.7,0.2,12.7,1.8,25.6,50.0,8.3,33.3,8.4,0.0
300,2019,Rio Grande do Norte,Total,Pública,72.7,5.4,4.4,1.1,16.4,63.3,6.7,18.2,3.6,8.2,77.2,4.5,12.9,3.7,1.7
301,2019,Rio Grande do Norte,Urbana,Pública,75.2,5.4,4.7,1.0,13.7,70.1,6.9,13.8,3.3,5.9,77.4,4.6,12.7,3.7,1.6
