,year,region,location,adm,prim_1,sec_1,prim_2,sec_2,prim_3,sec_3
553,2017,Goiás,Total,Total,95.3,92.5,3.9,5.2,0.8,2.3
554,2017,Goiás,Urbana,Total,95.4,92.4,3.8,5.2,0.8,2.4
555,2017,Goiás,Rural,Total,93.9,93.1,5,5.3,1.1,1.6
556,2017,Goiás,Total,Federal,94.9,89.7,4.9,8.5,0.2,1.8
557,2017,Goiás,Urbana,Federal,94.9,89.6,4.9,8.2,0.2,2.2
558,2017,Goiás,Rural,Federal,--,89.9,--,9.1,--,1
559,2017,Goiás,Total,Estadual,95.3,91.9,3.6,5.3,1.1,2.8
560,2017,Goiás,Urbana,Estadual,95.3,91.9,3.6,5.4,1.1,2.7
561,2017,Goiás,Rural,Estadual,96,94.5,3,3.4,1,2.1
562,2017,Goiás,Total,Municipal,94.3,89,4.9,6.1,0.8,4.9
563,2017,Goiás,Urbana,Municipal,94.3,89.3,4.9,5.8,0.8,4.9
564,2017,Goiás,Rural,Municipal,93.4,87.4,5.5,8,1.1,4.6
565,2017,Goiás,Total,Privada,98.4,96,1.5,3.6,0.1,0.4
566,2017,Goiás,Urbana,Privada,98.4,96,1.5,3.6,0.1,0.4
567,2017,Goiás,Rural,Privada,97.8,96.8,2.2,2.5,0,0.7
568,2017,Goiás,Total,Pública,94.6,91.8,4.5,5.5,0.9,2.7
569,2017,Goiás,Urbana,Pública,94.7,91.8,4.4,5.4,0.9,2.8
570,2017,Goiás,Rural,Pública,93.8,92.5,5.1,5.8,1.1,1.7
571,2017,Distrito Federal,Total,Total,91.3,82.8,7.5,12.6,1.2,4.6
572,2017,Distrito Federal,Urbana,Total,91.4,82.8,7.4,12.6,1.2,4.6
573,2017,Distrito Federal,Rural,Total,89.5,83.7,9.4,11.5,1.1,4.8
574,2017,Distrito Federal,Total,Federal,98,87.2,2,11,0,1.8
575,2017,Distrito Federal,Urbana,Federal,98,88.6,2,9.9,0,1.5
576,2017,Distrito Federal,Rural,Federal,--,78.2,--,18.1,--,3.7
577,2017,Distrito Federal,Total,Estadual,88.7,78.3,9.7,15.5,1.6,6.2
578,2017,Distrito Federal,Urbana,Estadual,88.7,78.2,9.7,15.6,1.6,6.2
579,2017,Distrito Federal,Rural,Estadual,89.2,82.9,9.7,11.7,1.1,5.4
580,2017,Distrito Federal,Total,Privada,98.5,95.5,1.5,4.4,0,0.1
581,2017,Distrito Federal,Urbana,Privada,98.5,95.5,1.5,4.4,0,0.1
582,2017,Distrito Federal,Rural,Privada,99,98,1,2,0,0
583,2017,Distrito Federal,Total,Pública,88.7,78.5,9.7,15.4,1.6,6.1
584,2017,Distrito Federal,Urbana,Pública,88.7,78.4,9.7,15.5,1.6,6.1
585,2017,Distrito Federal,Rural,Pública,89.2,82.3,9.7,12.4,1.1,5.3
0,2018,Brasil,Total,Total,91.5,83.4,7,10.5,1.5,6.1
1,2018,Brasil,Urbana,Total,92.1,83.4,6.6,10.6,1.3,6
2,2018,Brasil,Rural,Total,87.6,84.4,9.7,8.4,2.7,7.2
3,2018,Brasil,Total,Federal,94.5,87.3,5.3,10.8,0.2,1.9
4,2018,Brasil,Urbana,Federal,94.5,87.2,5.3,10.9,0.2,1.9
5,2018,Brasil,Rural,Federal,92.9,88.5,7.1,9.9,0,1.6
6,2018,Brasil,Total,Estadual,90.2,81.5,8,11.5,1.8,7
7,2018,Brasil,Urbana,Estadual,90.3,81.4,8,11.6,1.7,7
8,2018,Brasil,Rural,Estadual,88.5,83.7,8.7,8.5,2.8,7.8
9,2018,Brasil,Total,Municipal,90.2,86.2,8.1,8.9,1.7,4.9
10,2018,Brasil,Urbana,Municipal,91,86.6,7.6,9.1,1.4,4.3
11,2018,Brasil,Rural,Municipal,87.4,82.7,9.9,6.7,2.7,10.6
12,2018,Brasil,Total,Privada,98,96,1.9,3.7,0.1,0.3
13,2018,Brasil,Urbana,Privada,98,96,1.9,3.7,0.1,0.3
14,2018,Brasil,Rural,Privada,96.2,93.3,3.4,4,0.4,2.7
15,2018,Brasil,Total,Pública,90.2,81.7,8.1,11.4,1.7,6.9
16,2018,Brasil,Urbana,Pública,90.7,81.6,7.7,11.6,1.6,6.8
17,2018,Brasil,Rural,Pública,87.5,84.1,9.8,8.5,2.7,7.4
18,2018,Norte,Total,Total,88.1,80.6,9.1,8.8,2.8,10.6
19,2018,Norte,Urbana,Total,90.1,80.3,7.9,9.1,2,10.6
20,2018,Norte,Rural,Total,83,83,12.2,6.4,4.8,10.6
21,2018,Norte,Total,Federal,94.2,87.2,5.8,10.4,0,2.4
22,2018,Norte,Urbana,Federal,94.2,86.9,5.8,10.5,0,2.6
23,2018,Norte,Rural,Federal,--,89,--,10.1,--,0.9
24,2018,Norte,Total,Estadual,88.7,79.3,8.2,9.2,3.1,11.5
25,2018,Norte,Urbana,Estadual,89.2,78.9,8.1,9.5,2.7,11.6
26,2018,Norte,Rural,Estadual,85.9,82.5,9.1,6.3,5,11.2
27,2018,Norte,Total,Municipal,86.5,83.9,10.4,13.6,3.1,2.5
28,2018,Norte,Urbana,Municipal,89,83.9,9,13.6,2,2.5
29,2018,Norte,Rural,Municipal,82.5,--,12.7,--,4.8,--
30,2018,Norte,Total,Privada,98.3,96.5,1.5,3.1,0.2,0.4
31,2018,Norte,Urbana,Privada,98.3,96.6,1.5,3.1,0.2,0.3
32,2018,Norte,Rural,Privada,96.2,94.2,3.3,2.6,0.5,3.2
33,2018,Norte,Total,Pública,87.2,79.5,9.8,9.2,3,11.3
34,2018,Norte,Urbana,Pública,89.1,79.1,8.7,9.5,2.2,11.4
35,2018,Norte,Rural,Pública,82.9,82.7,12.2,6.5,4.9,10.8
36,2018,Rondônia,Total,Total,91.7,85,6.9,8.4,1.4,6.6
37,2018,Rondônia,Urbana,Total,92.4,84.7,6.4,8.7,1.2,6.6
38,2018,Rondônia,Rural,Total,88.6,87.3,9.1,5.5,2.3,7.2
39,2018,Rondônia,Total,Federal,--,91.2,--,8.1,--,0.7
40,2018,Rondônia,Urbana,Federal,--,91.1,--,8.4,--,0.5
41,2018,Rondônia,Rural,Federal,--,91.5,--,7.3,--,1.2
42,2018,Rondônia,Total,Estadual,90.4,83.8,7.5,8.7,2.1,7.5
43,2018,Rondônia,Urbana,Estadual,90.9,83.7,7.1,8.9,2,7.4
44,2018,Rondônia,Rural,Estadual,84.3,84.6,11.5,5,4.2,10.4
45,2018,Rondônia,Total,Municipal,91.6,--,7.4,--,1,--
46,2018,Rondônia,Urbana,Municipal,92.7,--,6.7,--,0.6,--
47,2018,Rondônia,Rural,Municipal,89.2,--,8.9,--,1.9,--
48,2018,Rondônia,Total,Privada,98.3,94,1.7,5.3,0,0.7
49,2018,Rondônia,Urbana,Privada,98.2,94.3,1.7,5.5,0.1,0.2
50,2018,Rondônia,Rural,Privada,98.7,92.7,1.1,4.8,0.2,2.5
51,2018,Rondônia,Total,Pública,91,84.3,7.5,8.7,1.5,7
52,2018,Rondônia,Urbana,Pública,91.8,84.2,6.9,8.9,1.3,6.9
53,2018,Rondônia,Rural,Pública,88.3,86.4,9.4,5.6,2.3,8
54,2018,Acre,Total,Total,91.7,85.5,6.1,8.2,2.2,6.3
55,2018,Acre,Urbana,Total,94.5,84.7,4.6,9.4,0.9,5.9
56,2018,Acre,Rural,Total,86,88.7,9,3.4,5,7.9
57,2018,Acre,Total,Federal,89.9,85.9,10.1,9.4,0,4.7
58,2018,Acre,Urbana,Federal,89.9,85.9,10.1,9.4,0,4.7
59,2018,Acre,Total,Estadual,92.7,84.9,5,8.4,2.3,6.7
60,2018,Acre,Urbana,Estadual,94.7,83.9,4.3,9.8,1,6.3
61,2018,Acre,Rural,Estadual,87.5,88.7,7.1,3.4,5.4,7.9
62,2018,Acre,Total,Municipal,89.2,--,8.3,--,2.5,--
63,2018,Acre,Urbana,Municipal,93.1,--,6.1,--,0.8,--
64,2018,Acre,Rural,Municipal,84.7,--,10.8,--,4.5,--
65,2018,Acre,Total,Privada,99.3,97.3,0.7,2.7,0,0
66,2018,Acre,Urbana,Privada,99.3,97.3,0.7,2.7,0,0
67,2018,Acre,Total,Pública,91.3,85,6.3,8.4,2.4,6.6
68,2018,Acre,Urbana,Pública,94.2,84,4.9,9.7,0.9,6.3
69,2018,Acre,Rural,Pública,86,88.7,9,3.4,5,7.9
70,2018,Amazonas,Total,Total,90.3,82.3,6.9,7.2,2.8,10.5
71,2018,Amazonas,Urbana,Total,92.1,81.9,6,7.4,1.9,10.7
72,2018,Amazonas,Rural,Total,85.2,84.8,9.3,5.8,5.5,9.4
73,2018,Amazonas,Total,Federal,97.3,87,2.7,11,0,2
74,2018,Amazonas,Urbana,Federal,97.3,86.9,2.7,11,0,2.1
75,2018,Amazonas,Rural,Federal,--,88.6,--,11.4,--,0
76,2018,Amazonas,Total,Estadual,92,81.7,5.6,7.2,2.4,11.1
77,2018,Amazonas,Urbana,Estadual,92.2,81.1,5.5,7.5,2.3,11.4
78,2018,Amazonas,Rural,Estadual,88.4,84.7,6.9,5.7,4.7,9.6
79,2018,Amazonas,Total,Municipal,88.5,--,8.2,--,3.3,--
80,2018,Amazonas,Urbana,Municipal,90.8,--,7.3,--,1.9,--
81,2018,Amazonas,Rural,Municipal,84.9,--,9.6,--,5.5,--
82,2018,Amazonas,Total,Privada,98.3,95.6,1.5,4.1,0.2,0.3
83,2018,Amazonas,Urbana,Privada,98.3,95.6,1.5,4.2,0.2,0.2
84,2018,Amazonas,Rural,Privada,98.9,100,1.1,0,0,0
85,2018,Amazonas,Total,Pública,89.7,81.9,7.3,7.3,3,10.8
86,2018,Amazonas,Urbana,Pública,91.4,81.3,6.5,7.6,2.1,11.1
87,2018,Amazonas,Rural,Pública,85.2,84.7,9.4,5.8,5.4,9.5
88,2018,Roraima,Total,Total,91,83.2,7,9,2,7.8
89,2018,Roraima,Urbana,Total,91.9,83.2,6.8,10,1.3,6.8
90,2018,Roraima,Rural,Total,88.6,83.3,7.7,5,3.7,11.7
91,2018,Roraima,Total,Federal,96.9,93.5,3.1,5.2,0,1.3
92,2018,Roraima,Urbana,Federal,96.9,93.2,3.1,5.4,0,1.4
93,2018,Roraima,Rural,Federal,--,94.2,--,4.8,--,1
94,2018,Roraima,Total,Estadual,88.5,81.4,8.2,9.6,3.3,9
95,2018,Roraima,Urbana,Estadual,88.6,81.4,8.9,10.8,2.5,7.8
96,2018,Roraima,Rural,Estadual,88.2,81.7,7.1,5.1,4.7,13.2
97,2018,Roraima,Total,Municipal,92.5,--,6.6,--,0.9,--
98,2018,Roraima,Urbana,Municipal,93.4,--,6,--,0.6,--
99,2018,Roraima,Rural,Municipal,89.4,--,8.7,--,1.9,--
100,2018,Roraima,Total,Privada,97.8,96.1,2.2,3.8,0,0.1
101,2018,Roraima,Urbana,Privada,97.8,96,2.2,3.8,0,0.2
102,2018,Roraima,Rural,Privada,--,100,--,0,--,0
103,2018,Roraima,Total,Pública,90.4,82.4,7.5,9.3,2.1,8.3
104,2018,Roraima,Urbana,Pública,91.2,82.2,7.4,10.4,1.4,7.4
105,2018,Roraima,Rural,Pública,88.6,83.2,7.7,5.1,3.7,11.7
106,2018,Pará,Total,Total,85.2,77.9,11.2,9.3,3.6,12.8
107,2018,Pará,Urbana,Total,87.7,77.8,9.6,9.4,2.7,12.8
108,2018,Pará,Rural,Total,80.6,78.8,14.3,7.1,5.1,14.1
109,2018,Pará,Total,Federal,93.2,85.4,6.6,11,0.2,3.6
110,2018,Pará,Urbana,Federal,93.2,85.7,6.6,10.5,0.2,3.8
111,2018,Pará,Rural,Federal,--,81.3,--,17.5,--,1.2
112,2018,Pará,Total,Estadual,84.4,76,10.9,9.9,4.7,14.1
113,2018,Pará,Urbana,Estadual,84.3,75.8,11.1,10.1,4.6,14.1
114,2018,Pará,Rural,Estadual,85.1,78.4,8.7,7.1,6.2,14.5
115,2018,Pará,Total,Municipal,83.9,83.9,12.3,13.6,3.8,2.5
116,2018,Pará,Urbana,Municipal,86.5,83.9,10.8,13.6,2.7,2.5
117,2018,Pará,Rural,Municipal,80.4,--,14.4,--,5.2,--
118,2018,Pará,Total,Privada,98.2,97.1,1.6,2.4,0.2,0.5
119,2018,Pará,Urbana,Privada,98.3,97.2,1.5,2.4,0.2,0.4
120,2018,Pará,Rural,Privada,92.8,94.2,7,1.1,0.2,4.7
121,2018,Pará,Total,Pública,84,76.1,12.1,9.9,3.9,14
122,2018,Pará,Urbana,Pública,86,75.9,10.8,10.1,3.2,14
123,2018,Pará,Rural,Pública,80.6,78.4,14.3,7.2,5.1,14.4
124,2018,Amapá,Total,Total,87.2,75.6,10.4,14,2.4,10.4
125,2018,Amapá,Urbana,Total,88.2,75.8,9.7,14.3,2.1,9.9
126,2018,Amapá,Rural,Total,83.1,73.5,13.3,11.8,3.6,14.7
127,2018,Amapá,Total,Federal,--,85.6,--,13.7,--,0.7
128,2018,Amapá,Urbana,Federal,--,85.6,--,13.7,--,0.7
129,2018,Amapá,Total,Estadual,83.9,73.1,12.8,15.1,3.3,11.8
130,2018,Amapá,Urbana,Estadual,84.6,73.1,12.4,15.5,3,11.4
131,2018,Amapá,Rural,Estadual,81.9,72.8,13.9,12.2,4.2,15
132,2018,Amapá,Total,Municipal,89.1,--,9.4,--,1.5,--
133,2018,Amapá,Urbana,Municipal,89.8,--,8.8,--,1.4,--
134,2018,Amapá,Rural,Municipal,85.7,--,12.3,--,2,--
135,2018,Amapá,Total,Privada,99.1,97.5,0.7,1.9,0.2,0.6
136,2018,Amapá,Urbana,Privada,99.4,98.2,0.6,1.7,0,0.1
137,2018,Amapá,Rural,Privada,79.7,89,9.4,3.3,10.9,7.7
138,2018,Amapá,Total,Pública,86,73.7,11.4,15,2.6,11.3
139,2018,Amapá,Urbana,Pública,86.8,73.8,10.8,15.4,2.4,10.8
140,2018,Amapá,Rural,Pública,83.1,72.8,13.4,12.2,3.5,15
141,2018,Tocantins,Total,Total,91.5,85.8,7.4,9.3,1.1,4.9
142,2018,Tocantins,Urbana,Total,91.8,85.9,7.2,9.3,1,4.8
143,2018,Tocantins,Rural,Total,89.1,85,8.7,9.4,2.2,5.6
144,2018,Tocantins,Total,Federal,--,82.7,--,13.5,--,3.8
145,2018,Tocantins,Urbana,Federal,--,81.8,--,13.2,--,5
146,2018,Tocantins,Rural,Federal,--,85.4,--,14.2,--,0.4
147,2018,Tocantins,Total,Estadual,87.8,85.4,10.1,9.3,2.1,5.3
148,2018,Tocantins,Urbana,Estadual,88.1,85.5,10.1,9.3,1.8,5.2
149,2018,Tocantins,Rural,Estadual,85,84,10.2,9,4.8,7
150,2018,Tocantins,Total,Municipal,92.8,--,6.7,--,0.5,--
151,2018,Tocantins,Urbana,Municipal,93.3,--,6.3,--,0.4,--
152,2018,Tocantins,Rural,Municipal,90.4,--,8.4,--,1.2,--
153,2018,Tocantins,Total,Privada,98.3,94.6,1.7,5.2,0,0.2
154,2018,Tocantins,Urbana,Privada,98.2,94.3,1.7,5.5,0.1,0.2
155,2018,Tocantins,Rural,Privada,99.4,99.1,0.6,0.9,0,0
156,2018,Tocantins,Total,Pública,90.8,85.2,8,9.5,1.2,5.3
157,2018,Tocantins,Urbana,Pública,91.2,85.3,7.8,9.5,1,5.2
158,2018,Tocantins,Rural,Pública,88.9,84.3,8.9,9.9,2.2,5.8
159,2018,Nordeste,Total,Total,88.9,83.2,8.9,10.1,2.2,6.7
160,2018,Nordeste,Urbana,Total,89.3,83.1,8.6,10.2,2.1,6.7
161,2018,Nordeste,Rural,Total,87.6,83.6,9.8,8.7,2.6,7.7
162,2018,Nordeste,Total,Federal,96,84,4,13.3,0,2.7
163,2018,Nordeste,Urbana,Federal,96.2,83.5,3.8,13.8,0,2.7
164,2018,Nordeste,Rural,Federal,92.9,87.5,7.1,9.8,0,2.7
165,2018,Nordeste,Total,Estadual,82.3,81.8,14.1,10.7,3.6,7.5
166,2018,Nordeste,Urbana,Estadual,82.3,81.7,14.2,10.9,3.5,7.4
167,2018,Nordeste,Rural,Estadual,82.8,83.1,12.9,8.9,4.3,8
168,2018,Nordeste,Total,Municipal,87.5,75.4,9.9,7.7,2.6,16.9
169,2018,Nordeste,Urbana,Municipal,87.4,70.5,10,8.6,2.6,20.9
170,2018,Nordeste,Rural,Municipal,87.7,81.1,9.8,6.6,2.5,12.3
171,2018,Nordeste,Total,Privada,97.6,95.4,2.2,4,0.2,0.6
172,2018,Nordeste,Urbana,Privada,97.6,95.5,2.1,4,0.3,0.5
173,2018,Nordeste,Rural,Privada,95.9,91.4,3.4,3.5,0.7,5.1
174,2018,Nordeste,Total,Pública,86.9,81.8,10.4,10.8,2.7,7.4
175,2018,Nordeste,Urbana,Pública,86.7,81.7,10.6,11,2.7,7.3
176,2018,Nordeste,Rural,Pública,87.5,83.3,9.9,8.9,2.6,7.8
177,2018,Maranhão,Total,Total,90,84.6,7.7,8.7,2.3,6.7
178,2018,Maranhão,Urbana,Total,90.4,84.9,7.5,8.7,2.1,6.4
179,2018,Maranhão,Rural,Total,89.2,83.1,8.1,8.5,2.7,8.4
180,2018,Maranhão,Total,Federal,92.1,88.4,7.7,9.7,0.2,1.9
181,2018,Maranhão,Urbana,Federal,91.8,88.1,7.9,9.9,0.3,2
182,2018,Maranhão,Rural,Federal,92.9,89.4,7.1,9.1,0,1.5
183,2018,Maranhão,Total,Estadual,87.9,83.9,8.6,9,3.5,7.1
184,2018,Maranhão,Urbana,Estadual,91.9,84.2,6.7,9,1.4,6.8
185,2018,Maranhão,Rural,Estadual,80.8,82.7,11.8,8.7,7.4,8.6
186,2018,Maranhão,Total,Municipal,89.1,71.8,8.4,2.4,2.5,25.8
187,2018,Maranhão,Urbana,Municipal,88.9,69.8,8.7,1.4,2.4,28.8
188,2018,Maranhão,Rural,Municipal,89.3,75.5,8.1,4.3,2.6,20.2
189,2018,Maranhão,Total,Privada,98,94.7,1.7,3.4,0.3,1.9
190,2018,Maranhão,Urbana,Privada,98.1,95.6,1.8,3.4,0.1,1
191,2018,Maranhão,Rural,Privada,97.8,86.2,1.4,3.3,0.8,10.5
192,2018,Maranhão,Total,Pública,89,84,8.4,9,2.6,7
193,2018,Maranhão,Urbana,Pública,89,84.2,8.6,9,2.4,6.8
194,2018,Maranhão,Rural,Pública,89.1,83,8.2,8.7,2.7,8.3
195,2018,Piauí,Total,Total,88.7,82.2,9.5,8.8,1.8,9
196,2018,Piauí,Urbana,Total,89.2,82.6,9.1,8.8,1.7,8.6
197,2018,Piauí,Rural,Total,87.2,76.2,10.6,9.1,2.2,14.7
198,2018,Piauí,Total,Federal,--,80.4,--,16.7,--,2.9
199,2018,Piauí,Urbana,Federal,--,80.6,--,16.5,--,2.9
200,2018,Piauí,Rural,Federal,--,78,--,18.5,--,3.5
201,2018,Piauí,Total,Estadual,81.8,80.7,13.5,8.9,4.7,10.4
202,2018,Piauí,Urbana,Estadual,81.8,81.1,13.5,8.9,4.7,10
203,2018,Piauí,Rural,Estadual,76.4,75.9,15.7,8.6,7.9,15.5
204,2018,Piauí,Total,Municipal,87.8,80.6,10.3,11.2,1.9,8.2
205,2018,Piauí,Urbana,Municipal,88.2,80.6,10.2,11.2,1.6,8.2
206,2018,Piauí,Rural,Municipal,87.2,--,10.6,--,2.2,--
207,2018,Piauí,Total,Privada,97,94.7,2.9,4.9,0.1,0.4
208,2018,Piauí,Urbana,Privada,97,94.7,2.9,4.9,0.1,0.4
209,2018,Piauí,Rural,Privada,98.9,98.2,1.1,1.8,0,0
210,2018,Piauí,Total,Pública,87.3,80.7,10.6,9.3,2.1,10
211,2018,Piauí,Urbana,Pública,87.3,81,10.6,9.3,2.1,9.7
212,2018,Piauí,Rural,Pública,87.2,76,10.6,9.2,2.2,14.8
213,2018,Ceará,Total,Total,95.4,90.5,3.7,4.9,0.9,4.6
214,2018,Ceará,Urbana,Total,95.4,90.5,3.7,4.9,0.9,4.6
215,2018,Ceará,Rural,Total,95.6,91.2,3.6,4.3,0.8,4.5
216,2018,Ceará,Total,Federal,97.1,82,2.9,16,0,2
217,2018,Ceará,Urbana,Federal,97.1,81.4,2.9,16.7,0,1.9
218,2018,Ceará,Rural,Federal,--,87.4,--,8.8,--,3.8
219,2018,Ceará,Total,Estadual,89.1,90,7.3,4.9,3.6,5.1
220,2018,Ceará,Urbana,Estadual,88.7,90,7.7,4.9,3.6,5.1
221,2018,Ceará,Rural,Estadual,91.6,91.2,5,4.2,3.4,4.6
222,2018,Ceará,Total,Municipal,94.9,--,4.1,--,1,--
223,2018,Ceará,Urbana,Municipal,94.6,--,4.4,--,1,--
224,2018,Ceará,Rural,Municipal,95.7,--,3.5,--,0.8,--
225,2018,Ceará,Total,Privada,98.1,96.5,1.7,3.2,0.2,0.3
226,2018,Ceará,Urbana,Privada,98.1,96.5,1.7,3.2,0.2,0.3
227,2018,Ceará,Rural,Privada,99.6,98.9,0.4,0,0,1.1
228,2018,Ceará,Total,Pública,94.8,89.9,4.2,5,1,5.1
229,2018,Ceará,Urbana,Pública,94.5,89.9,4.5,5.1,1,5
230,2018,Ceará,Rural,Pública,95.6,91.2,3.6,4.3,0.8,4.5
231,2018,Rio Grande do Norte,Total,Total,85.5,75.7,11.9,15.7,2.6,8.6
232,2018,Rio Grande do Norte,Urbana,Total,85.8,75.5,11.7,15.9,2.5,8.6
233,2018,Rio Grande do Norte,Rural,Total,83.9,80.1,12.9,10,3.2,9.9
234,2018,Rio Grande do Norte,Total,Federal,100,86.4,0,11.6,0,2
235,2018,Rio Grande do Norte,Urbana,Federal,100,86,0,12,0,2
236,2018,Rio Grande do Norte,Rural,Federal,--,89.6,--,8.4,--,2
237,2018,Rio Grande do Norte,Total,Estadual,79.6,71.4,16.9,17.7,3.5,10.9
238,2018,Rio Grande do Norte,Urbana,Estadual,79.5,71.3,17,17.9,3.5,10.8
239,2018,Rio Grande do Norte,Rural,Estadual,81.2,75.2,15.7,10.9,3.1,13.9
240,2018,Rio Grande do Norte,Total,Municipal,83.2,--,13.6,--,3.2,--
241,2018,Rio Grande do Norte,Urbana,Municipal,82.9,--,13.9,--,3.2,--
242,2018,Rio Grande do Norte,Rural,Municipal,84,--,12.9,--,3.1,--
243,2018,Rio Grande do Norte,Total,Privada,97.2,93.4,2.6,6.2,0.2,0.4
244,2018,Rio Grande do Norte,Urbana,Privada,97.2,93.4,2.6,6.2,0.2,0.4
245,2018,Rio Grande do Norte,Rural,Privada,96.5,100,3.1,0,0.4,0
246,2018,Rio Grande do Norte,Total,Pública,82.3,73.1,14.5,17,3.2,9.9
247,2018,Rio Grande do Norte,Urbana,Pública,81.8,72.8,14.9,17.3,3.3,9.9
248,2018,Rio Grande do Norte,Rural,Pública,83.8,80,13,10,3.2,10
249,2018,Paraíba,Total,Total,87.2,80.2,9.8,10.3,3,9.5
250,2018,Paraíba,Urbana,Total,87.3,80.2,9.6,10.3,3.1,9.5
251,2018,Paraíba,Rural,Total,86.7,82.1,10.6,8.5,2.7,9.4
252,2018,Paraíba,Total,Federal,99.3,90.7,0.7,7.4,0,1.9
253,2018,Paraíba,Urbana,Federal,99.3,90.7,0.7,7.5,0,1.8
254,2018,Paraíba,Rural,Federal,--,89.3,--,4.7,--,6
255,2018,Paraíba,Total,Estadual,80.7,77.1,14.2,11.6,5.1,11.3
256,2018,Paraíba,Urbana,Estadual,80.7,77,14.1,11.7,5.2,11.3
257,2018,Paraíba,Rural,Estadual,80,81.8,15.1,8.6,4.9,9.6
258,2018,Paraíba,Total,Municipal,85.6,62.9,11.1,10.2,3.3,26.9
259,2018,Paraíba,Urbana,Municipal,85.1,62.9,11.4,10.2,3.5,26.9
260,2018,Paraíba,Rural,Municipal,87.3,--,10.2,--,2.5,--
261,2018,Paraíba,Total,Privada,97.5,95.5,2.1,3.7,0.4,0.8
262,2018,Paraíba,Urbana,Privada,97.5,95.5,2,3.7,0.5,0.8
263,2018,Paraíba,Rural,Privada,95.5,--,3.6,--,0.9,--
264,2018,Paraíba,Total,Pública,84.5,77.7,11.8,11.4,3.7,10.9
265,2018,Paraíba,Urbana,Pública,83.9,77.6,12.1,11.5,4,10.9
266,2018,Paraíba,Rural,Pública,86.6,82.1,10.6,8.5,2.8,9.4
267,2018,Pernambuco,Total,Total,91.9,93.9,6.8,4.9,1.3,1.2
268,2018,Pernambuco,Urbana,Total,92.4,94.1,6.3,4.8,1.3,1.1
269,2018,Pernambuco,Rural,Total,89.8,89.8,8.6,6.8,1.6,3.4
270,2018,Pernambuco,Total,Federal,97.9,78.3,2.1,18.3,0,3.4
271,2018,Pernambuco,Urbana,Federal,97.9,76.7,2.1,19.9,0,3.4
272,2018,Pernambuco,Rural,Federal,--,83.8,--,12.6,--,3.6
273,2018,Pernambuco,Total,Estadual,93.5,94,5.7,4.8,0.8,1.2
274,2018,Pernambuco,Urbana,Estadual,94.5,94.3,4.9,4.7,0.6,1
275,2018,Pernambuco,Rural,Estadual,86.5,90.4,11.2,6.3,2.3,3.3
276,2018,Pernambuco,Total,Municipal,89.5,83.7,8.7,4.1,1.8,12.2
277,2018,Pernambuco,Urbana,Municipal,89.4,87.5,8.8,0,1.8,12.5
278,2018,Pernambuco,Rural,Municipal,90.1,83.2,8.4,4.6,1.5,12.2
279,2018,Pernambuco,Total,Privada,97.6,95.9,2.1,3.5,0.3,0.6
280,2018,Pernambuco,Urbana,Privada,97.7,95.9,2.1,3.5,0.2,0.6
281,2018,Pernambuco,Rural,Privada,93.5,98.7,5.9,0.9,0.6,0.4
282,2018,Pernambuco,Total,Pública,90.2,93.6,8.2,5.1,1.6,1.3
283,2018,Pernambuco,Urbana,Pública,90.3,93.9,8.1,5,1.6,1.1
284,2018,Pernambuco,Rural,Pública,89.8,89.7,8.7,6.8,1.5,3.5
285,2018,Alagoas,Total,Total,89.4,83.2,7.7,8.6,2.9,8.2
286,2018,Alagoas,Urbana,Total,89.3,83.1,7.6,8.7,3.1,8.2
287,2018,Alagoas,Rural,Total,89.8,85.9,8,6.3,2.2,7.8
288,2018,Alagoas,Total,Federal,--,80.5,--,15.8,--,3.7
289,2018,Alagoas,Urbana,Federal,--,80.5,--,15.8,--,3.7
290,2018,Alagoas,Total,Estadual,86.3,81.2,9,9,4.7,9.8
291,2018,Alagoas,Urbana,Estadual,86.1,80.9,9.1,9.2,4.8,9.9
292,2018,Alagoas,Rural,Estadual,90.9,85.9,6.6,6.3,2.5,7.8
293,2018,Alagoas,Total,Municipal,87.9,--,8.9,--,3.2,--
294,2018,Alagoas,Urbana,Municipal,87,--,9.3,--,3.7,--
295,2018,Alagoas,Rural,Municipal,89.8,--,8.1,--,2.1,--
296,2018,Alagoas,Total,Privada,97.8,96,1.9,3.6,0.3,0.4
297,2018,Alagoas,Urbana,Privada,97.8,96,1.8,3.6,0.4,0.4
298,2018,Alagoas,Rural,Privada,97.1,92.3,2.3,7.7,0.6,0
299,2018,Alagoas,Total,Pública,87.7,81.2,8.9,9.4,3.4,9.4
300,2018,Alagoas,Urbana,Pública,86.9,80.9,9.3,9.6,3.8,9.5
301,2018,Alagoas,Rural,Pública,89.8,85.9,8,6.3,2.2,7.8
302,2018,Sergipe,Total,Total,83.7,80.6,13.8,10.9,2.5,8.5
303,2018,Sergipe,Urbana,Total,84.6,80.7,13,10.9,2.4,8.4
304,2018,Sergipe,Rural,Total,80.7,79.3,16.3,9.8,3,10.9
305,2018,Sergipe,Total,Federal,89.7,84.4,10.3,10.1,0,5.5
306,2018,Sergipe,Urbana,Federal,89.7,85.9,10.3,9.2,0,4.9
307,2018,Sergipe,Rural,Federal,--,81.9,--,11.6,--,6.5
308,2018,Sergipe,Total,Estadual,79.7,77.5,17.2,12.2,3.1,10.3
309,2018,Sergipe,Urbana,Estadual,79.5,77.5,17.3,12.3,3.2,10.2
